GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000060971	3	38144620	38178733	27	6	584	0.63788	0.26178	ACAA1
ENSG00000172936	3	38179969	38184513	2	1	584	-0.069176	0.52758	MYD88
ENSG00000172939	3	38206580	38296979	80	6	584	-1.1546	0.87587	OXSR1
ENSG00000172940	3	38307303	38319806	17	2	584	-0.11593	0.54615	SLC22A13
ENSG00000144671	3	38323785	38360066	163	6	584	-0.55625	0.71098	SLC22A14
ENSG00000093217	3	38388251	38462839	118	9	584	1.0413	0.14887	XYLB
ENSG00000114739	3	38495342	38534633	67	3	584	1.25	0.10565	ACVR2B
ENSG00000157036	3	38537618	38583652	86	7	584	1.8165	0.034649	EXOG
ENSG00000183873	3	38589548	38691164	211	37	584	0.95271	0.17037	SCN5A
ENSG00000185313	3	38738293	38835501	261	26	584	-1.2778	0.89934	SCN10A
ENSG00000168356	3	38887260	38992052	201	15	584	-0.97282	0.83468	SCN11A
ENSG00000114742	3	39093489	39138155	99	10	584	-1.1379	0.87243	WDR48
ENSG00000114745	3	39138150	39149854	25	5	584	-1.2017	0.88525	GORASP1
ENSG00000168026	3	39149152	39180394	89	7	584	-0.66411	0.74669	TTC21A
ENSG00000144655	3	39183346	39196053	27	6	584	-1.2557	0.89539	CSRNP1
ENSG00000168334	3	39224701	39234087	13	4	584	-0.065393	0.52607	XIRP1
ENSG00000168329	3	39304985	39323226	33	9	584	1.3066	0.095666	CX3CR1
ENSG00000179934	3	39371197	39375171	2	1	584	0.56855	0.28483	CCR8
ENSG00000144659	3	39424839	39438842	30	3	584	1.7511	0.039966	SLC25A38
ENSG00000168028	3	39448180	39454033	35	3	584	1.7242	0.042334	RPSA
ENSG00000168314	3	39508689	39570970	255	7	584	0.12274	0.45116	MOBP
ENSG00000170011	3	39850405	40301812	1420	66	584	0.25315	0.40007	MYRIP
ENSG00000114784	3	40351175	40353915	9	1	584	0.020579	0.49179	EIF1B
ENSG00000168032	3	40428647	40470110	95	4	584	0.34967	0.36329	ENTPD3
ENSG00000188846	3	40498783	40503861	6	2	584	0.72929	0.23291	RPL14
ENSG00000177873	3	40518604	40531727	15	3	584	0.51301	0.30397	ZNF619
ENSG00000177842	3	40547483	40560227	12	2	584	-0.30074	0.61819	ZNF620
ENSG00000172888	3	40566369	40616176	80	8	584	-1.4322	0.92396	ZNF621
ENSG00000168036	3	41236328	41301587	80	6	584	0.0047593	0.4981	CTNNB1
ENSG00000168038	3	41288090	42003922	2050	45	584	0.35196	0.36243	ULK4
ENSG00000182606	3	42055294	42267381	286	22	584	-0.74651	0.77232	TRAK1
ENSG00000187094	3	42299317	42307699	17	3	584	-1.1305	0.87087	CCK
ENSG00000157093	3	42438570	42452092	12	3	584	0.25796	0.39822	LYZL4
ENSG00000114812	3	42530791	42579059	58	10	584	-1.3849	0.91695	VIPR1
ENSG00000093183	3	42589461	42642572	99	8	584	-0.068049	0.52713	SEC22C
ENSG00000008324	3	42623332	42636606	24	4	584	0.2229	0.4118	SS18L2
ENSG00000114857	3	42642106	42690227	97	7	584	0.19266	0.42361	NKTR
ENSG00000114853	3	42695176	42709072	19	4	584	-0.27897	0.60987	ZBTB47
ENSG00000157119	3	42727011	42734036	6	3	584	0.17854	0.42915	KLHL40
ENSG00000010282	3	42734155	42744319	18	3	584	0.14096	0.44395	HHATL
ENSG00000244607	3	42734155	42814745	155	11	584	-0.39257	0.65268	CCDC13
ENSG00000181061	3	42798669	42846023	62	6	584	-0.39966	0.6553	HIGD1A
ENSG00000144648	3	42846244	42929466	139	9	584	-0.78709	0.78439	ACKR2
ENSG00000273291	3	42850938	43097363	350	28	584	0.45283	0.32534	KRBOX1
ENSG00000240747	3	42850975	42984284	179	15	584	-0.4815	0.68492	KRBOX1
ENSG00000180432	3	42897497	42917633	30	4	584	-0.9904	0.83901	CYP8B1
ENSG00000182983	3	42947223	42960825	5	3	584	2.0458	0.020388	ZNF662
ENSG00000144649	3	43020759	43101703	160	12	584	0.95153	0.17067	FAM198A
ENSG00000144647	3	43120724	43147568	13	3	584	2.5815	0.0049182	POMGNT2
ENSG00000163788	3	43328004	43466256	52	5	584	-1.8856	0.97033	SNRK
ENSG00000160746	3	43396351	43733086	310	17	584	-1.0223	0.84668	ANO10
ENSG00000011198	3	43731605	43775863	93	5	584	-0.88201	0.81111	ABHD5
ENSG00000173769	3	44283378	44373590	3	1	584	-1.477	0.93016	TOPAZ1
ENSG00000179152	3	44379611	44450943	29	1	584	-0.31759	0.6246	TCAIM
ENSG00000185219	3	44481262	44519162	5	1	584	0.077083	0.46928	ZNF445
ENSG00000196345	3	44596685	44624975	8	1	584	0.11948	0.45245	ZKSCAN7
ENSG00000273303	3	44607051	44635665	7	1	584	0.12007	0.45221	RP11-944L7.5
ENSG00000144792	3	44619715	44641186	6	1	584	0.11859	0.4528	ZNF660
ENSG00000186448	3	44626380	44689963	10	1	584	0.16698	0.43369	ZNF197
ENSG00000169981	3	44690219	44702283	1	1	584	0.28289	0.38863	ZNF35
ENSG00000196653	3	44754135	44765323	3	1	584	0.62877	0.26475	ZNF502
ENSG00000186446	3	44771088	44778575	2	1	584	0.35582	0.36099	ZNF501
ENSG00000163807	3	44779153	44803154	7	1	584	0.84605	0.19876	KIAA1143
ENSG00000163808	3	44803209	44914868	26	2	584	0.71034	0.23875	KIF15
ENSG00000169964	3	44903361	44907162	1	1	584	0.81225	0.20833	TMEM42
ENSG00000163810	3	44916100	44956482	57	6	584	-1.3478	0.91114	TGM4
ENSG00000163812	3	44956749	45017677	46	4	584	-1.5067	0.93406	ZDHHC3
ENSG00000075914	3	45016733	45077558	131	7	584	-1.106	0.86563	EXOSC7
ENSG00000163815	3	45043040	45077563	85	5	584	-1.0344	0.84953	CLEC3B
ENSG00000163814	3	45123770	45187914	99	27	584	-0.10009	0.53986	CDCP1
ENSG00000249992	3	45265958	45267770	5	2	584	0.073883	0.47055	TMEM158
ENSG00000011376	3	45429998	45590913	219	17	584	0.31856	0.37503	LARS2
ENSG00000144791	3	45596886	45727830	304	24	584	0.41036	0.34077	LIMD1
ENSG00000211456	3	45730548	45786916	182	6	584	-0.25291	0.59983	SACM1L
ENSG00000163817	3	45796942	45838027	53	11	584	0.88072	0.18923	SLC6A20
ENSG00000163818	3	45864808	45957534	124	16	584	0.57199	0.28366	LZTFL1
ENSG00000173585	3	45927996	45944667	25	5	584	-0.22091	0.58742	CCR9
ENSG00000163820	3	45959396	46037316	106	7	584	0.43622	0.33134	FYCO1
ENSG00000172215	3	45982425	45989845	8	2	584	-0.55645	0.71105	CXCR6
ENSG00000173578	3	46058516	46069234	27	3	584	-0.011064	0.50441	XCR1
ENSG00000183625	3	46205096	46308197	240	9	584	-0.039751	0.51585	CCR3
ENSG00000163823	3	46243200	46249887	11	1	584	-0.20723	0.58208	CCR1
ENSG00000121807	3	46395225	46402419	16	3	584	0.34813	0.36387	CCR2
ENSG00000160791	3	46411633	46417697	13	2	584	-0.31688	0.62433	CCR5
ENSG00000121797	3	46448654	46454488	8	2	584	-0.46617	0.67945	CCRL2
ENSG00000012223	3	46477136	46526724	149	15	584	0.32095	0.37412	LTF
ENSG00000163825	3	46538981	46542439	9	2	584	0.71984	0.23581	RTP3
ENSG00000163827	3	46556913	46621589	234	19	584	-0.59778	0.72501	LRRC2
ENSG00000268324	3	46598888	46601178	14	3	584	-0.17936	0.57117	LUZPP1
ENSG00000241186	3	46616045	46668033	190	18	584	0.40953	0.34108	TDGF1
ENSG00000178038	3	46710487	46735194	56	6	584	-0.41845	0.66219	ALS2CL
ENSG00000181585	3	46742823	46752376	18	3	584	-1.1539	0.87573	TMIE
ENSG00000206549	3	46753605	46854064	170	7	584	-1.1733	0.87966	PRSS50
ENSG00000261603	3	46761073	46777919	52	2	584	-0.28765	0.61319	PRSS46
ENSG00000188086	3	46783582	46854048	67	4	584	-1.5902	0.94411	PRSS45
ENSG00000178055	3	46871032	46875585	6	2	584	-1.6107	0.94638	PRSS42
ENSG00000160808	3	46899362	46923659	16	3	584	-2.3393	0.99034	MYL3
ENSG00000160801	3	46919236	46945287	21	2	584	-0.11139	0.54435	PTH1R
ENSG00000268537	3	46927699	46930171	4	2	584	-0.72408	0.76549	AC109583.1
ENSG00000160799	3	46963216	47023500	53	3	584	0.3432	0.36572	CCDC12
ENSG00000160796	3	47021173	47051193	38	4	584	-0.0075114	0.503	NBEAL2
ENSG00000181555	3	47057919	47205457	141	6	584	0.19491	0.42273	SETD2
ENSG00000088727	3	47269516	47324941	54	4	584	0.1538	0.43889	KIF9
ENSG00000114648	3	47324407	47388306	31	3	584	0.050085	0.48003	KLHL18
ENSG00000076201	3	47422501	47454931	23	2	584	0.49393	0.31068	PTPN23
ENSG00000114650	3	47455203	47518616	38	3	584	0.17123	0.43202	SCAP
ENSG00000163832	3	47537130	47555251	21	2	584	-0.46941	0.68061	ELP6
ENSG00000114646	3	47603729	47622282	16	1	584	-0.43121	0.66684	CSPG5
ENSG00000173473	3	47626762	47823596	152	4	584	-1.1569	0.87635	SMARCC1
ENSG00000132153	3	47844399	47891685	26	1	584	-0.59662	0.72462	DHX30
ENSG00000047849	3	47892182	48130769	114	4	584	-0.53507	0.7037	MAP4
ENSG00000164045	3	48198636	48229892	14	1	584	-0.78119	0.78265	CDC25A
ENSG00000164048	3	48282590	48340743	69	2	584	-0.76322	0.77734	ZNF589
ENSG00000172113	3	48334754	48343175	14	1	584	-0.62986	0.73561	NME6
ENSG00000229453	3	48348336	48369831	39	1	584	-1.1431	0.8735	SPINK8
ENSG00000164049	3	48413709	48442666	51	1	584	-0.88869	0.81292	FBXW12
ENSG00000164050	3	48445261	48471594	15	1	584	-0.99368	0.83981	PLXNB1
ENSG00000164051	3	48473574	48481866	9	1	584	-1.9427	0.97397	CCDC51
ENSG00000232112	3	48481667	48485616	12	2	584	-2.4453	0.99276	TMA7
ENSG00000164053	3	48488114	48507115	17	1	584	-2.7021	0.99655	ATRIP
ENSG00000213689	3	48506445	48509044	2	1	584	-0.47587	0.68292	TREX1
ENSG00000164054	3	48509197	48542259	43	4	584	-0.10494	0.54179	SHISA5
ENSG00000114268	3	48555117	48599448	26	2	584	-0.19496	0.57729	PFKFB4
ENSG00000145040	3	48599160	48601206	2	1	584	0.057132	0.47722	UCN2
ENSG00000114270	3	48601506	48632700	16	2	584	-0.12628	0.55024	COL7A1
ENSG00000010256	3	48636435	48648409	6	1	584	-0.046637	0.5186	UQCRC1
ENSG00000183396	3	48658192	48659288	2	1	584	-2.7088	0.99662	TMEM89
ENSG00000225697	3	48663156	48672926	12	2	584	-0.13475	0.55359	SLC26A6
ENSG00000008300	3	48673902	48700348	18	1	584	-0.26871	0.60592	CELSR3
ENSG00000213672	3	48701364	48723797	24	1	584	-0.29651	0.61658	NCKIPSD
ENSG00000068745	3	48725436	48777786	46	3	584	-0.18349	0.57279	IP6K2
ENSG00000114302	3	48782030	48885279	12	2	584	-0.92631	0.82286	PRKAR2A
ENSG00000178537	3	48894369	48936426	4	1	584	-0.13771	0.55477	SLC25A20
ENSG00000177479	3	48956254	49023815	8	1	584	-0.53379	0.70326	ARIH2
ENSG00000178467	3	49027319	49044587	2	1	584	-0.99702	0.84062	P4HTM
ENSG00000178252	3	49044495	49053386	1	1	584	0.94142	0.17325	WDR6
ENSG00000178149	3	49052921	49059726	2	1	584	-1.0949	0.86323	DALRD3
ENSG00000178057	3	49057892	49060928	1	1	584	-0.57908	0.71873	NDUFAF3
ENSG00000178035	3	49061758	49066841	2	1	584	-1.0237	0.84701	IMPDH2
ENSG00000198218	3	49067140	49131796	12	1	584	-0.54161	0.70596	QRICH1
ENSG00000172053	3	49133365	49142553	3	1	584	-0.47649	0.68314	QARS
ENSG00000172046	3	49145479	49158371	2	1	584	-0.93366	0.82476	USP19
ENSG00000177352	3	49199968	49203754	2	1	584	-0.45968	0.67713	CCDC71
ENSG00000185909	3	49209044	49213917	4	1	584	-0.51791	0.69774	KLHDC8B
ENSG00000236980	3	49215065	49229291	4	1	584	-0.54082	0.70568	C3orf84
ENSG00000173421	3	49235861	49295537	28	2	584	-0.84987	0.8023	CCDC36
ENSG00000188315	3	49306035	49315342	6	1	584	-0.25486	0.60058	C3orf62
ENSG00000114316	3	49315264	49378145	28	2	584	-1.0573	0.85482	USP4
ENSG00000233276	3	49394609	49396033	1	1	584	-1.0096	0.84365	GPX1
ENSG00000067560	3	49396578	49450431	23	1	584	-1.3734	0.91518	RHOA
ENSG00000145022	3	49449639	49453908	2	1	584	-1.0034	0.84217	TCTA
ENSG00000145020	3	49454211	49460186	5	1	584	-1.0044	0.84241	AMT
ENSG00000145029	3	49460379	49466759	2	1	584	-1.6438	0.94989	NICN1
ENSG00000173402	3	49506146	49573048	32	2	584	-1.5827	0.94326	DAG1
ENSG00000164061	3	49591922	49708978	50	3	584	-0.72699	0.76638	BSN
ENSG00000164062	3	49711435	49721396	4	1	584	0.024391	0.49027	APEH
ENSG00000173531	3	49721380	49726934	2	1	584	-0.32947	0.6291	MST1
ENSG00000164068	3	49726932	49758962	28	3	584	0.93336	0.17532	RNF123
ENSG00000176020	3	49754267	49761349	3	2	584	0.87939	0.18959	AMIGO3
ENSG00000173540	3	49754277	49761384	3	2	584	0.87939	0.18959	GMPPB
ENSG00000176095	3	49761727	49823975	70	3	584	1.0864	0.13864	IP6K1
ENSG00000187492	3	49828165	49837268	5	1	584	1.3677	0.085699	CDHR4
ENSG00000182179	3	49842640	49851379	6	1	584	1.3451	0.089291	UBA7
ENSG00000183763	3	49866034	49894007	27	3	584	1.2739	0.10135	TRAIP
ENSG00000164076	3	49895421	49907655	13	3	584	-1.177	0.8804	CAMKV
ENSG00000164078	3	49924435	49941299	22	4	584	-0.99611	0.8404	MST1R
ENSG00000228008	3	49941278	49954370	11	2	584	-1.1404	0.87295	CTD-2330K9.3
ENSG00000164077	3	49946302	49967606	17	3	584	-0.50394	0.69285	MON1A
ENSG00000004534	3	49977440	50137478	229	8	584	-0.99967	0.84126	RBM6
ENSG00000003756	3	50126341	50156454	21	3	584	-1.2667	0.89737	RBM5
ENSG00000001617	3	50192478	50226508	46	7	584	0.25207	0.40049	SEMA3F
ENSG00000114349	3	50229045	50233949	2	1	584	-0.55453	0.71039	GNAT1
ENSG00000114353	3	50263724	50296787	24	5	584	0.47554	0.3172	GNAI2
ENSG00000179564	3	50316458	50325545	9	2	584	0.61786	0.26833	LSMEM2
ENSG00000214706	3	50325163	50330349	4	2	584	0.40367	0.34323	IFRD2
ENSG00000186792	3	50330262	50336899	8	2	584	0.22384	0.41144	HYAL3
ENSG00000243477	3	50333833	50336852	4	1	584	0.23093	0.40868	NAT6
ENSG00000114378	3	50337320	50349812	19	3	584	0.64293	0.26014	HYAL1
ENSG00000068001	3	50355221	50360337	3	1	584	0.039479	0.48425	HYAL2
ENSG00000114383	3	50357458	50365682	4	1	584	0.066656	0.47343	TUSC2
ENSG00000068028	3	50367219	50378411	15	3	584	0.47399	0.31775	RASSF1
ENSG00000004838	3	50378541	50384283	4	2	584	0.39042	0.34811	ZMYND10
ENSG00000114388	3	50384761	50388522	3	1	584	0.21545	0.41471	NPRL2
ENSG00000114395	3	50388126	50395891	5	2	584	0.16507	0.43445	CYB561D2
ENSG00000272104	3	50388323	50405354	11	2	584	0.48041	0.31547	XXcos-LUCA11.5
ENSG00000126062	3	50392180	50397041	1	1	584	1.3545	0.087785	TMEM115
ENSG00000007402	3	50400233	50541675	172	9	584	-0.46786	0.68006	CACNA2D2
ENSG00000088543	3	50595462	50608458	7	1	584	1.3047	0.095993	C3orf18
ENSG00000114735	3	50606583	50622366	13	2	584	1.3587	0.087125	HEMK1
ENSG00000114737	3	50643921	50649262	5	1	584	1.2708	0.10191	CISH
ENSG00000114738	3	50648951	50686720	44	4	584	1.3773	0.084213	MAPKAPK3
ENSG00000088538	3	50712672	51421629	716	12	584	1.2673	0.10252	DOCK3
ENSG00000145050	3	51422478	51426828	6	1	584	0.60263	0.27338	MANF
ENSG00000179837	3	51428731	51435330	7	2	584	0.72258	0.23497	RBM15B
ENSG00000145041	3	51433298	51534010	86	4	584	0.34393	0.36545	VPRBP
ENSG00000164080	3	51575160	51702683	39	4	584	0.053774	0.47856	RAD54L2
ENSG00000164081	3	51696709	51738339	8	2	584	0.074333	0.47037	TEX264
ENSG00000164082	3	51741086	51752629	1	1	584	0.53011	0.29802	GRM2
ENSG00000214686	3	51812580	51813009	1	1	584	-0.21856	0.5865	IQCF6
ENSG00000229972	3	51851620	51864876	21	1	584	1.1226	0.1308	IQCF3
ENSG00000214681	3	51907737	51909600	1	1	584	1.2031	0.11446	IQCF5
ENSG00000173389	3	51928892	51937351	10	1	584	-0.97048	0.8341	IQCF1
ENSG00000114767	3	51967446	51975957	6	1	584	-1.4256	0.92301	RRP9
ENSG00000041880	3	51976361	51982883	4	1	584	-1.975	0.97586	PARP3
ENSG00000180929	3	51989330	51991509	3	1	584	-1.2738	0.89863	GPR62
ENSG00000090097	3	51991470	52002426	8	1	584	-2.4649	0.99315	PCBP4
ENSG00000272762	3	51994317	52008032	8	1	584	-2.326	0.98999	RP11-155D18.14
ENSG00000114779	3	52002526	52017425	4	1	584	-2.5796	0.99505	ABHD14B
ENSG00000248487	3	52005442	52015212	4	1	584	-2.5796	0.99505	ABHD14A
ENSG00000114786	3	52009066	52023199	5	1	584	-3.205	0.99932	ABHD14A-ACY1
ENSG00000243989	3	52009066	52023213	5	1	584	-3.205	0.99932	ACY1
ENSG00000164086	3	52082935	52090566	3	1	584	0.12895	0.4487	DUSP7
ENSG00000164087	3	52109269	52188706	62	4	584	0.10542	0.45802	POC1A
ENSG00000023330	3	52232102	52248343	14	2	584	0.32584	0.37227	ALAS1
ENSG00000239732	3	52255096	52273183	12	3	584	0.22769	0.40995	TLR9
ENSG00000173366	3	52255097	52265206	5	2	584	0.1548	0.43849	TLR9
ENSG00000247596	3	52262626	52273276	8	2	584	0.3484	0.36377	TWF2
ENSG00000164091	3	52288437	52322036	13	3	584	-0.16646	0.5661	WDR82
ENSG00000168237	3	52321105	52329272	8	2	584	0.0060312	0.49759	GLYCTK
ENSG00000114841	3	52350335	52434507	63	4	584	-0.057386	0.52288	DNAH1
ENSG00000163930	3	52435029	52444366	4	1	584	0.1102	0.45613	BAP1
ENSG00000010318	3	52444673	52457657	2	1	584	-0.4197	0.66265	PHF7
ENSG00000010322	3	52489134	52527087	2	1	584	0.28667	0.38718	NISCH
ENSG00000010327	3	52529354	52558511	20	3	584	-1.1747	0.87994	STAB1
ENSG00000168268	3	52558386	52569070	19	2	584	-0.87833	0.81012	NT5DC2
ENSG00000168273	3	52568029	52613253	55	2	584	-1.8412	0.96721	SMIM4
ENSG00000163939	3	52579368	52719933	208	3	584	-1.3774	0.91581	PBRM1
ENSG00000163938	3	52715172	52728508	22	2	584	-1.2045	0.8858	GNL3
ENSG00000016864	3	52728505	52740048	9	1	584	-1.2578	0.89577	GLT8D1
ENSG00000114902	3	52738971	52742182	3	1	584	-1.1497	0.87486	SPCS1
ENSG00000114904	3	52744800	52804965	74	2	584	-0.94051	0.82652	NEK4
ENSG00000055957	3	52811603	52826078	31	2	584	-0.41886	0.66234	ITIH1
ENSG00000162267	3	52828784	52843025	12	3	584	-0.36392	0.64204	ITIH3
ENSG00000055955	3	52846991	52865495	26	4	584	0.31154	0.37769	ITIH4
ENSG00000243696	3	52847298	52869745	33	5	584	0.4058	0.34244	RP5-966M1.6
ENSG00000272573	3	52867130	52869235	3	2	584	0.079666	0.46825	MUSTN1
ENSG00000248592	3	52867137	52931578	77	5	584	-0.39789	0.65464	TMEM110-MUSTN1
ENSG00000213533	3	52870235	52931612	73	5	584	-0.43186	0.66708	TMEM110
ENSG00000163935	3	52937588	53080766	261	13	584	-0.44661	0.67242	SFMBT1
ENSG00000272305	3	53003135	53133469	271	13	584	-0.40805	0.65838	RP11-894J14.5
ENSG00000163933	3	53122499	53164478	92	5	584	-1.2746	0.89878	RFT1
ENSG00000163932	3	53190025	53226733	47	5	584	-1.2759	0.899	PRKCD
ENSG00000163931	3	53258723	53290068	107	7	584	-0.72067	0.76444	TKT
ENSG00000162290	3	53317447	53381654	64	6	584	0.74968	0.22673	DCP1A
ENSG00000157388	3	53528683	53847760	568	63	584	0.73353	0.23162	CACNA1D
ENSG00000016391	3	53846362	53880417	92	17	584	1.6368	0.050841	CHDH
ENSG00000056736	3	53880607	53899827	52	12	584	1.4514	0.073335	IL17RB
ENSG00000113812	3	53901093	53916229	45	7	584	1.3404	0.090062	ACTR8
ENSG00000113811	3	53918437	53926015	20	4	584	1.247	0.1062	SELK
ENSG00000157445	3	54156574	55108584	2157	186	584	1.6011	0.054681	CACNA2D3
ENSG00000144771	3	54952264	55001115	71	8	584	2.37	0.0088932	LRTM1
ENSG00000114251	3	55499743	55523973	25	5	584	0.85048	0.19753	WNT5A
ENSG00000187672	3	55542336	56502391	2021	79	584	-0.18558	0.57361	ERC2
ENSG00000180376	3	56591189	56655846	268	19	584	0.62083	0.26736	CCDC66
ENSG00000163946	3	56654161	56717265	241	16	584	0.52405	0.30012	FAM208A
ENSG00000163947	3	56761446	57113357	803	86	584	-0.82185	0.79442	ARHGEF3
ENSG00000186451	3	57094469	57109460	37	6	584	1.7573	0.039433	SPATA12
ENSG00000144730	3	57124010	57204334	197	18	584	2.5527	0.0053442	IL17RD
ENSG00000163666	3	57231944	57260549	22	2	584	-0.1276	0.55077	HESX1
ENSG00000157500	3	57261765	57307496	28	1	584	-0.1783	0.57076	APPL1
ENSG00000239388	3	57302375	57326710	4	1	584	0.9707	0.16585	ASB14
ENSG00000174844	3	57327727	57530071	478	19	584	1.0208	0.15367	DNAH12
ENSG00000174840	3	57542003	57552571	7	1	584	-1.8211	0.9657	PDE12
ENSG00000168374	3	57557090	57583947	11	1	584	-1.4226	0.92258	ARF4
ENSG00000174839	3	57611184	57678816	27	1	584	-1.6728	0.95281	DENND6A
ENSG00000163681	3	57741177	57914895	176	11	584	1.5665	0.058612	SLMAP
ENSG00000136068	3	57994127	58157982	172	18	584	2.0206	0.021661	FLNB
ENSG00000163687	3	58177984	58200424	43	5	584	-0.44065	0.67027	DNASE1L3
ENSG00000163686	3	58223233	58281420	95	6	584	0.10299	0.45899	ABHD6
ENSG00000163684	3	58291974	58310422	32	2	584	0.44145	0.32944	RPP14
ENSG00000168297	3	58318607	58411748	113	6	584	0.24878	0.40177	PXK
ENSG00000168291	3	58413357	58419584	10	2	584	0.17396	0.43095	PDHB
ENSG00000168301	3	58477841	58488087	11	3	584	-0.36895	0.64392	KCTD6
ENSG00000168306	3	58490863	58523046	23	6	584	-0.83399	0.79786	ACOX2
ENSG00000168309	3	58549844	58613337	125	13	584	-0.50089	0.69177	FAM107A
ENSG00000198643	3	58619673	58652575	90	8	584	1.1211	0.13111	FAM3D
ENSG00000163689	3	58703092	59035810	268	3	584	1.3423	0.089746	C3orf67
ENSG00000189283	3	59735036	61237133	3948	305	584	0.67775	0.24897	FHIT
ENSG00000269415	3	59957215	59957583	2	1	584	-0.37895	0.64764	NPCDR1
ENSG00000144724	3	61547243	62283288	1609	127	584	-0.45781	0.67646	PTPRG
ENSG00000163618	3	62384022	62861054	1245	82	584	-0.0022606	0.5009	CADPS
ENSG00000163630	3	63213991	63602597	1299	90	584	-1.7925	0.96347	SYNPR
ENSG00000188817	3	63638344	63664696	98	9	584	0.34983	0.36323	SNTN
ENSG00000163632	3	63805038	63834312	17	3	584	-0.569	0.71532	C3orf49
ENSG00000163634	3	63819546	63849579	21	4	584	-1.0977	0.86384	THOC7
ENSG00000163635	3	63850233	63989138	136	10	584	-1.0772	0.8593	ATXN7
ENSG00000163636	3	63996225	64009658	27	4	584	-1.0744	0.85868	PSMD6
ENSG00000163637	3	64079543	64431152	806	74	584	-0.39214	0.65252	PRICKLE2
ENSG00000163638	3	64501333	64673676	411	42	584	1.0396	0.14927	ADAMTS9
ENSG00000151276	3	65339200	66024509	1415	135	584	-0.55467	0.71044	MAGI1
ENSG00000144741	3	66119285	66438540	481	38	584	0.054798	0.47815	SLC25A26
ENSG00000144749	3	66429221	66551687	198	23	584	1.4006	0.080666	LRIG1
ENSG00000163376	3	67048727	67061634	5	2	584	-1.94	0.97381	KBTBD8
ENSG00000172340	3	67410884	67705038	926	58	584	0.14783	0.44124	SUCLG2
ENSG00000183662	3	68053359	68594776	1495	83	584	-2.36	0.99086	FAM19A1
ENSG00000163377	3	68780917	68981761	566	24	584	0.46854	0.3197	FAM19A4
ENSG00000163378	3	69024365	69063112	121	11	584	-1.2268	0.89004	EOGT
ENSG00000144747	3	69068978	69101484	52	5	584	-1.8743	0.96956	TMF1
ENSG00000144744	3	69103881	69129559	43	5	584	-0.92301	0.822	UBA3
ENSG00000144746	3	69134095	69155217	52	8	584	-1.4447	0.92573	ARL6IP5
ENSG00000163380	3	69156023	69172183	44	6	584	-0.79834	0.78766	LMOD3
ENSG00000114541	3	69219141	69591734	1104	79	584	0.22716	0.41015	FRMD4B
ENSG00000187098	3	69788586	70017488	528	15	584	0.28173	0.38908	MITF
ENSG00000114861	3	71003844	71633140	802	98	584	1.1044	0.13471	FOXP1
ENSG00000163412	3	71724567	71803924	194	22	584	0.45014	0.32631	EIF4E3
ENSG00000163421	3	71820807	71834357	22	5	584	1.2995	0.096885	PROK2
ENSG00000163602	3	72420976	72496069	29	4	584	1.6477	0.049708	RYBP
ENSG00000144736	3	72798428	72911065	49	3	584	0.28089	0.3894	SHQ1
ENSG00000172986	3	72937224	73047289	219	18	584	-0.01548	0.50618	GXYLT2
ENSG00000163605	3	73045936	73118350	195	6	584	-0.16871	0.56699	PPP4R2
ENSG00000255423	3	73110810	73112488	7	1	584	-0.21733	0.58603	EBLN2
ENSG00000121440	3	73431584	73674091	436	49	584	-1.0519	0.85357	PDZRN3
ENSG00000113805	3	74311719	74570291	486	50	584	0.55198	0.29048	CNTN3
ENSG00000227124	3	75758794	75834734	29	1	584	1.0771	0.14072	ZNF717
ENSG00000185008	3	75955846	77699115	3890	228	584	0.55378	0.28986	ROBO2
ENSG00000169855	3	78646390	79816965	1674	65	584	-0.2356	0.59313	ROBO1
ENSG00000114480	3	81538850	81811312	409	25	584	1.0554	0.14563	GBE1
ENSG00000175161	3	85008132	86123579	2549	56	584	2.8291	0.002334	CADM2
ENSG00000206538	3	86987119	87040269	93	6	584	-2.8166	0.99757	VGLL3
ENSG00000083937	3	87276421	87304698	42	6	584	0.87588	0.19055	CHMP2B
ENSG00000064835	3	87308554	87325737	20	3	584	1.0406	0.14903	POU1F1
ENSG00000179097	3	88039846	88042919	3	1	584	1.1928	0.11647	HTR1F
ENSG00000163320	3	88101094	88199035	204	4	584	0.17669	0.42988	CGGBP1
ENSG00000229729	3	88108424	88188123	163	2	584	0.20627	0.41829	RP11-159G9.5
ENSG00000175105	3	88188254	88193815	13	3	584	0.074238	0.47041	ZNF654
ENSG00000179021	3	88198893	88217879	32	3	584	0.21838	0.41357	C3orf38
ENSG00000044524	3	89156674	89531284	629	25	584	0.57204	0.28365	EPHA3
ENSG00000184500	3	93591881	93692910	11	2	584	-1.2051	0.88592	PROS1
ENSG00000169379	3	93698983	93774512	27	5	584	-0.94362	0.82732	ARL13B
ENSG00000178750	3	93733213	93747454	7	2	584	-0.074704	0.52977	STX19
ENSG00000178700	3	93766680	93782233	3	1	584	-0.074697	0.52977	DHFRL1
ENSG00000178694	3	93781760	93847389	20	4	584	-0.46683	0.67969	NSUN3
ENSG00000269028	3	96335981	96337000	2	1	584	0.058869	0.47653	MTRNR2L12
ENSG00000080224	3	96533425	97471304	1118	44	584	-0.37658	0.64676	EPHA6
ENSG00000113966	3	97483365	97519953	62	6	584	0.1472	0.44149	ARL6
