GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000114739	3	38495342	38534633	90	7	46350	2.5055	0.0061138	ACVR2B
ENSG00000157036	3	38537618	38583652	109	12	46350	2.5032	0.0061537	EXOG
ENSG00000183873	3	38589548	38691164	327	49	46350	2.6419	0.0041217	SCN5A
ENSG00000185313	3	38738293	38835501	362	32	46350	-1.5337	0.93745	SCN10A
ENSG00000168356	3	38887260	38992052	300	21	46350	-0.82234	0.79456	SCN11A
ENSG00000114742	3	39093489	39138155	154	20	46350	0.36393	0.35796	WDR48
ENSG00000114745	3	39138150	39149854	36	9	46350	0.26638	0.39497	GORASP1
ENSG00000168026	3	39149152	39180394	127	15	46350	-0.028331	0.5113	TTC21A
ENSG00000144655	3	39183346	39196053	44	11	46350	0.57921	0.28122	CSRNP1
ENSG00000168334	3	39224701	39234087	16	6	46350	0.6688	0.25181	XIRP1
ENSG00000168329	3	39304985	39323226	63	19	46350	1.2153	0.11213	CX3CR1
ENSG00000179934	3	39371197	39375171	6	3	46350	0.99441	0.16001	CCR8
ENSG00000144659	3	39424839	39438842	49	8	46350	-0.61828	0.73181	SLC25A38
ENSG00000168028	3	39448180	39454033	40	4	46350	-0.44658	0.67241	RPSA
ENSG00000168314	3	39508689	39570970	329	9	46350	-0.33466	0.63106	MOBP
ENSG00000170011	3	39850405	40301812	1602	59	46350	-0.54153	0.70593	MYRIP
ENSG00000114784	3	40351175	40353915	10	2	46350	0.37353	0.35438	EIF1B
ENSG00000168032	3	40428647	40470110	98	5	46350	-0.65228	0.74289	ENTPD3
ENSG00000188846	3	40498783	40503861	11	4	46350	-0.88481	0.81187	RPL14
ENSG00000177873	3	40518604	40531727	23	5	46350	-0.29986	0.61786	ZNF619
ENSG00000177842	3	40547483	40560227	17	4	46350	-0.6375	0.7381	ZNF620
ENSG00000172888	3	40566369	40616176	98	12	46350	-0.63629	0.73771	ZNF621
ENSG00000168036	3	41236328	41301587	114	12	46350	1.3836	0.083246	CTNNB1
ENSG00000168038	3	41288090	42003922	2729	40	46350	0.51056	0.30483	ULK4
ENSG00000182606	3	42055294	42267381	701	42	46350	0.71506	0.23729	TRAK1
ENSG00000187094	3	42299317	42307699	24	5	46350	-0.72065	0.76444	CCK
ENSG00000157093	3	42438570	42452092	30	8	46350	0.95302	0.17029	LYZL4
ENSG00000114812	3	42530791	42579059	126	27	46350	1.1398	0.12719	VIPR1
ENSG00000093183	3	42589461	42642572	150	16	46350	-0.70689	0.76018	SEC22C
ENSG00000008324	3	42623332	42636606	37	7	46350	-0.46248	0.67813	SS18L2
ENSG00000114857	3	42642106	42690227	141	13	46350	-0.42242	0.66364	NKTR
ENSG00000114853	3	42695176	42709072	31	7	46350	-0.0012417	0.5005	ZBTB47
ENSG00000157119	3	42727011	42734036	10	5	46350	-2.173	0.98511	KLHL40
ENSG00000010282	3	42734155	42744319	29	8	46350	-0.36703	0.6432	HHATL
ENSG00000244607	3	42734155	42814745	191	18	46350	0.28941	0.38613	CCDC13
ENSG00000181061	3	42798669	42846023	118	19	46350	-0.83442	0.79798	HIGD1A
ENSG00000144648	3	42846244	42929466	238	25	46350	0.4949	0.31034	ACKR2
ENSG00000273291	3	42850938	43097363	605	35	46350	-0.11408	0.54541	KRBOX1
ENSG00000240747	3	42850975	42984284	316	25	46350	0.39205	0.34751	KRBOX1
ENSG00000180432	3	42897497	42917633	56	11	46350	0.33076	0.37041	CYP8B1
ENSG00000182983	3	42947223	42960825	25	5	46350	0.48502	0.31383	ZNF662
ENSG00000144649	3	43020759	43101703	243	22	46350	-1.0025	0.84195	FAM198A
ENSG00000144647	3	43120724	43147568	52	10	46350	-1.3223	0.90697	POMGNT2
ENSG00000163788	3	43328004	43466256	208	28	46350	2.2097	0.013564	SNRK
ENSG00000160746	3	43396351	43733086	730	36	46350	1.9434	0.025983	ANO10
ENSG00000011198	3	43731605	43775863	123	12	46350	-0.86351	0.80607	ABHD5
ENSG00000173769	3	44283378	44373590	212	14	46350	3.2882	0.0005042	TOPAZ1
ENSG00000179152	3	44379611	44450943	174	15	46350	3.2747	0.00052879	TCAIM
ENSG00000185219	3	44481262	44519162	71	12	46350	1.1659	0.12183	ZNF445
ENSG00000178917	3	44540462	44552128	11	4	46350	0.88712	0.18751	ZNF852
ENSG00000196345	3	44596685	44624975	77	9	46350	0.37736	0.35295	ZKSCAN7
ENSG00000273303	3	44607051	44635665	65	8	46350	0.30056	0.38187	RP11-944L7.5
ENSG00000144792	3	44619715	44641186	37	7	46350	0.43967	0.33009	ZNF660
ENSG00000186448	3	44626380	44689963	91	11	46350	0.62557	0.2658	ZNF197
ENSG00000169981	3	44690219	44702283	16	7	46350	1.0224	0.15329	ZNF35
ENSG00000196653	3	44754135	44765323	17	7	46350	2.0289	0.021233	ZNF502
ENSG00000186446	3	44771088	44778575	16	4	46350	1.7249	0.042272	ZNF501
ENSG00000163807	3	44779153	44803154	36	9	46350	2.0355	0.020903	KIAA1143
ENSG00000163808	3	44803209	44914868	157	16	46350	1.8025	0.035733	KIF15
ENSG00000169964	3	44903361	44907162	2	1	46350	-1.7482	0.95978	TMEM42
ENSG00000163810	3	44916100	44956482	126	12	46350	0.45641	0.32405	TGM4
ENSG00000163812	3	44956749	45017677	85	10	46350	-0.63429	0.73705	ZDHHC3
ENSG00000075914	3	45016733	45077558	174	12	46350	0.30169	0.38144	EXOSC7
ENSG00000163815	3	45043040	45077563	111	9	46350	0.32596	0.37223	CLEC3B
ENSG00000163814	3	45123770	45187914	223	61	46350	0.96242	0.16792	CDCP1
ENSG00000249992	3	45265958	45267770	6	2	46350	-0.094942	0.53782	TMEM158
ENSG00000011376	3	45429998	45590913	391	25	46350	0.33232	0.36983	LARS2
ENSG00000144791	3	45596886	45727830	557	26	46350	-0.2399	0.5948	LIMD1
ENSG00000211456	3	45730548	45786916	225	11	46350	1.7159	0.04309	SACM1L
ENSG00000163817	3	45796942	45838027	96	28	46350	1.6382	0.050694	SLC6A20
ENSG00000163818	3	45864808	45957534	209	31	46350	1.6049	0.054258	LZTFL1
ENSG00000173585	3	45927996	45944667	41	10	46350	2.6068	0.004569	CCR9
ENSG00000163820	3	45959396	46037316	243	20	46350	0.98151	0.16317	FYCO1
ENSG00000172215	3	45982425	45989845	16	5	46350	1.3129	0.094612	CXCR6
ENSG00000173578	3	46058516	46069234	29	3	46350	1.1051	0.13455	XCR1
ENSG00000183625	3	46205096	46308197	308	16	46350	-0.14611	0.55808	CCR3
ENSG00000163823	3	46243200	46249887	13	2	46350	0.073949	0.47053	CCR1
ENSG00000121807	3	46395225	46402419	21	5	46350	1.1714	0.12071	CCR2
ENSG00000160791	3	46411633	46417697	19	4	46350	-0.34795	0.63606	CCR5
ENSG00000121797	3	46448654	46454488	18	4	46350	-0.5819	0.71968	CCRL2
ENSG00000012223	3	46477136	46526724	193	23	46350	0.25306	0.40011	LTF
ENSG00000163825	3	46538981	46542439	12	3	46350	2.0333	0.021014	RTP3
ENSG00000163827	3	46556913	46621589	278	20	46350	1.459	0.072285	LRRC2
ENSG00000268324	3	46598888	46601178	15	3	46350	0.046469	0.48147	LUZPP1
ENSG00000241186	3	46616045	46668033	287	28	46350	0.57498	0.28265	TDGF1
ENSG00000178038	3	46710487	46735194	92	14	46350	-0.37067	0.64456	ALS2CL
ENSG00000181585	3	46742823	46752376	29	8	46350	0.76628	0.22176	TMIE
ENSG00000206549	3	46753605	46854064	360	11	46350	0.050744	0.47976	PRSS50
ENSG00000261603	3	46761073	46777919	68	5	46350	-0.24077	0.59513	PRSS46
ENSG00000188086	3	46783582	46854048	217	8	46350	0.1249	0.4503	PRSS45
ENSG00000178055	3	46871032	46875585	9	2	46350	-0.71841	0.76375	PRSS42
ENSG00000160808	3	46899362	46923659	48	11	46350	1.5722	0.057955	MYL3
ENSG00000160801	3	46919236	46945287	55	12	46350	1.9187	0.027514	PTH1R
ENSG00000268537	3	46927699	46930171	6	3	46350	1.3668	0.085839	AC109583.1
ENSG00000160799	3	46963216	47023500	94	10	46350	1.0235	0.15303	CCDC12
ENSG00000160796	3	47021173	47051193	46	6	46350	0.62552	0.26581	NBEAL2
ENSG00000181555	3	47057919	47205457	233	15	46350	0.62751	0.26516	SETD2
ENSG00000088727	3	47269516	47324941	88	11	46350	-0.23957	0.59467	KIF9
ENSG00000114648	3	47324407	47388306	68	12	46350	0.45355	0.32508	KLHL18
ENSG00000076201	3	47422501	47454931	38	5	46350	0.74546	0.228	PTPN23
ENSG00000114650	3	47455203	47518616	73	10	46350	0.57081	0.28406	SCAP
ENSG00000163832	3	47537130	47555251	37	6	46350	0.89482	0.18544	ELP6
ENSG00000114646	3	47603729	47622282	30	5	46350	1.7364	0.041248	CSPG5
ENSG00000173473	3	47626762	47823596	265	10	46350	2.0205	0.021666	SMARCC1
ENSG00000132153	3	47844399	47891685	47	6	46350	2.3826	0.0085946	DHX30
ENSG00000047849	3	47892182	48130769	315	15	46350	3.1635	0.00077935	MAP4
ENSG00000164045	3	48198636	48229892	47	9	46350	2.2301	0.01287	CDC25A
ENSG00000164047	3	48264837	48266981	1	1	46350	0.51264	0.3041	CAMP
ENSG00000164048	3	48282590	48340743	106	7	46350	2.2657	0.011736	ZNF589
ENSG00000172113	3	48334754	48343175	17	2	46350	1.999	0.022807	NME6
ENSG00000229453	3	48348336	48369831	54	3	46350	1.9857	0.023532	SPINK8
ENSG00000164049	3	48413709	48442666	62	2	46350	-0.58671	0.7213	FBXW12
ENSG00000164050	3	48445261	48471594	26	4	46350	-0.39529	0.65369	PLXNB1
ENSG00000164051	3	48473574	48481866	13	3	46350	-0.71813	0.76366	CCDC51
ENSG00000232112	3	48481667	48485616	15	2	46350	-1.0357	0.84984	TMA7
ENSG00000164053	3	48488114	48507115	24	4	46350	-0.81923	0.79367	ATRIP
ENSG00000213689	3	48506445	48509044	3	2	46350	-1.6848	0.95399	TREX1
ENSG00000164054	3	48509197	48542259	65	9	46350	0.014177	0.49434	SHISA5
ENSG00000114268	3	48555117	48599448	55	12	46350	0.37412	0.35416	PFKFB4
ENSG00000145040	3	48599160	48601206	5	3	46350	0.26797	0.39436	UCN2
ENSG00000114270	3	48601506	48632700	31	9	46350	1.0818	0.13968	COL7A1
ENSG00000010256	3	48636435	48648409	13	4	46350	0.74121	0.22928	UQCRC1
ENSG00000183396	3	48658192	48659288	3	2	46350	0.38195	0.35125	TMEM89
ENSG00000225697	3	48663156	48672926	13	2	46350	2.2832	0.01121	SLC26A6
ENSG00000008300	3	48673902	48700348	25	3	46350	2.8012	0.002546	CELSR3
ENSG00000213672	3	48701364	48723797	41	5	46350	3.2037	0.0006783	NCKIPSD
ENSG00000068745	3	48725436	48777786	105	13	46350	2.7955	0.0025912	IP6K2
ENSG00000114302	3	48782030	48885279	99	14	46350	1.8317	0.0335	PRKAR2A
ENSG00000178537	3	48894369	48936426	48	7	46350	1.4255	0.077001	SLC25A20
ENSG00000221883	3	48955221	48956818	2	1	46350	1.204	0.11429	ARIH2OS
ENSG00000177479	3	48956254	49023815	86	12	46350	1.9853	0.023554	ARIH2
ENSG00000178467	3	49027319	49044587	14	4	46350	0.84947	0.19781	P4HTM
ENSG00000178252	3	49044495	49053386	8	3	46350	2.5325	0.0056621	WDR6
ENSG00000178149	3	49052921	49059726	8	4	46350	1.0972	0.13629	DALRD3
ENSG00000178057	3	49057892	49060928	1	1	46350	1.513	0.06514	NDUFAF3
ENSG00000178035	3	49061758	49066841	5	3	46350	1.8789	0.030128	IMPDH2
ENSG00000198218	3	49067140	49131796	85	14	46350	2.4823	0.0065263	QRICH1
ENSG00000172053	3	49133365	49142553	10	3	46350	2.8517	0.0021746	QARS
ENSG00000172046	3	49145479	49158371	10	3	46350	2.4223	0.0077123	USP19
ENSG00000172037	3	49158547	49170551	9	5	46350	0.49529	0.3102	LAMB2
ENSG00000177352	3	49199968	49203754	4	1	46350	3.3952	0.00034294	CCDC71
ENSG00000185909	3	49209044	49213917	8	2	46350	2.7482	0.0029959	KLHDC8B
ENSG00000236980	3	49215065	49229291	24	6	46350	2.6378	0.0041723	C3orf84
ENSG00000173421	3	49235861	49295537	94	12	46350	3.264	0.00054924	CCDC36
ENSG00000225399	3	49297518	49298744	4	2	46350	0.30319	0.38087	RP11-3B7.1
ENSG00000188315	3	49306035	49315342	13	3	46350	3.354	0.00039831	C3orf62
ENSG00000114316	3	49315264	49378145	90	13	46350	2.7483	0.0029955	USP4
ENSG00000233276	3	49394609	49396033	3	1	46350	1.3433	0.089587	GPX1
ENSG00000067560	3	49396578	49450431	126	12	46350	2.4558	0.0070281	RHOA
ENSG00000145022	3	49449639	49453908	8	4	46350	2.4518	0.0071063	TCTA
ENSG00000145020	3	49454211	49460186	12	3	46350	2.4961	0.0062787	AMT
ENSG00000145029	3	49460379	49466759	9	4	46350	2.8577	0.0021336	NICN1
ENSG00000173402	3	49506146	49573048	133	13	46350	2.5996	0.0046672	DAG1
ENSG00000164061	3	49591922	49708978	192	18	46350	2.5921	0.0047694	BSN
ENSG00000164062	3	49711435	49721396	7	2	46350	2.1908	0.014233	APEH
ENSG00000173531	3	49721380	49726934	9	4	46350	2.2231	0.013105	MST1
ENSG00000164068	3	49726932	49758962	50	8	46350	2.115	0.017214	RNF123
ENSG00000176020	3	49754267	49761349	5	3	46350	2.0367	0.020839	AMIGO3
ENSG00000173540	3	49754277	49761384	5	3	46350	2.0367	0.020839	GMPPB
ENSG00000176095	3	49761727	49823975	135	12	46350	1.6474	0.049736	IP6K1
ENSG00000187492	3	49828165	49837268	18	7	46350	2.237	0.012643	CDHR4
ENSG00000185614	3	49840687	49842463	2	1	46350	0.56386	0.28643	FAM212A
ENSG00000182179	3	49842640	49851379	9	2	46350	1.8571	0.031648	UBA7
ENSG00000183763	3	49866034	49894007	45	6	46350	2.0489	0.020238	TRAIP
ENSG00000164076	3	49895421	49907655	20	5	46350	1.8877	0.029531	CAMKV
ENSG00000164078	3	49924435	49941299	26	5	46350	1.806	0.03546	MST1R
ENSG00000228008	3	49941278	49954370	14	4	46350	0.97895	0.1638	CTD-2330K9.3
ENSG00000164077	3	49946302	49967606	34	9	46350	1.7045	0.044145	MON1A
ENSG00000004534	3	49977440	50137478	363	15	46350	2.1034	0.017714	RBM6
ENSG00000003756	3	50126341	50156454	38	8	46350	2.0365	0.020848	RBM5
ENSG00000001617	3	50192478	50226508	65	11	46350	1.1337	0.12847	SEMA3F
ENSG00000114349	3	50229045	50233949	3	1	46350	-0.48907	0.6876	GNAT1
ENSG00000114353	3	50263724	50296787	41	11	46350	0.98103	0.16329	GNAI2
ENSG00000179564	3	50316458	50325545	7	2	46350	1.3894	0.08235	LSMEM2
ENSG00000214706	3	50325163	50330349	4	2	46350	1.1798	0.11905	IFRD2
ENSG00000186792	3	50330262	50336899	4	2	46350	1.1042	0.13475	HYAL3
ENSG00000243477	3	50333833	50336852	1	1	46350	0.6726	0.2506	NAT6
ENSG00000114378	3	50337320	50349812	23	7	46350	1.3395	0.090205	HYAL1
ENSG00000068001	3	50355221	50360337	3	2	46350	-0.38218	0.64884	HYAL2
ENSG00000114383	3	50357458	50365682	6	4	46350	1.362	0.0866	TUSC2
ENSG00000068028	3	50367219	50378411	14	4	46350	0.93804	0.17411	RASSF1
ENSG00000004838	3	50378541	50384283	4	2	46350	1.1743	0.12015	ZMYND10
ENSG00000114388	3	50384761	50388522	1	1	46350	2.9394	0.001644	NPRL2
ENSG00000114395	3	50388126	50395891	6	3	46350	0.58584	0.27899	CYB561D2
ENSG00000272104	3	50388323	50405354	13	6	46350	1.0428	0.14852	XXcos-LUCA11.5
ENSG00000126062	3	50392180	50397041	3	2	46350	0.91758	0.17942	TMEM115
ENSG00000007402	3	50400233	50541675	209	18	46350	0.41067	0.34066	CACNA2D2
ENSG00000088543	3	50595462	50608458	15	4	46350	-0.077088	0.53072	C3orf18
ENSG00000114735	3	50606583	50622366	20	5	46350	0.097566	0.46114	HEMK1
ENSG00000114737	3	50643921	50649262	8	4	46350	-0.49526	0.68979	CISH
ENSG00000114738	3	50648951	50686720	48	6	46350	-0.076454	0.53047	MAPKAPK3
ENSG00000088538	3	50712672	51421629	1502	17	46350	0.33921	0.36723	DOCK3
ENSG00000145050	3	51422478	51426828	7	1	46350	0.94475	0.17239	MANF
ENSG00000179837	3	51428731	51435330	10	3	46350	0.29563	0.38376	RBM15B
ENSG00000145041	3	51433298	51534010	166	16	46350	0.81789	0.20671	VPRBP
ENSG00000164080	3	51575160	51702683	129	25	46350	1.0676	0.14286	RAD54L2
ENSG00000164081	3	51696709	51738339	41	16	46350	0.98001	0.16354	TEX264
ENSG00000164082	3	51741086	51752629	10	6	46350	0.8036	0.21081	GRM2
ENSG00000214686	3	51812580	51813009	1	1	46350	0.35659	0.3607	IQCF6
ENSG00000229972	3	51851620	51864876	27	3	46350	-1.0794	0.8598	IQCF3
ENSG00000184345	3	51895645	51897440	3	2	46350	0.85277	0.19689	IQCF2
ENSG00000214681	3	51907737	51909600	3	1	46350	-0.60817	0.72846	IQCF5
ENSG00000173389	3	51928892	51937351	24	4	46350	0.18472	0.42672	IQCF1
ENSG00000114767	3	51967446	51975957	9	4	46350	-0.032762	0.51307	RRP9
ENSG00000041880	3	51976361	51982883	7	2	46350	0.052348	0.47913	PARP3
ENSG00000180929	3	51989330	51991509	4	2	46350	2.7472	0.0030057	GPR62
ENSG00000090097	3	51991470	52002426	7	4	46350	0.13655	0.44569	PCBP4
ENSG00000272762	3	51994317	52008032	7	3	46350	-0.4434	0.67126	RP11-155D18.14
ENSG00000114779	3	52002526	52017425	10	5	46350	-0.21301	0.58434	ABHD14B
ENSG00000248487	3	52005442	52015212	7	4	46350	0.25911	0.39778	ABHD14A
ENSG00000114786	3	52009066	52023199	14	8	46350	-0.31363	0.6231	ABHD14A-ACY1
ENSG00000243989	3	52009066	52023213	14	8	46350	-0.31363	0.6231	ACY1
ENSG00000162244	3	52027616	52029958	4	2	46350	-0.47138	0.68131	RPL29
ENSG00000164086	3	52082935	52090566	7	4	46350	2.2403	0.012536	DUSP7
ENSG00000164087	3	52109269	52188706	96	12	46350	2.0921	0.018216	POC1A
ENSG00000023330	3	52232102	52248343	17	2	46350	1.6055	0.054196	ALAS1
ENSG00000239732	3	52255096	52273183	35	10	46350	1.1005	0.13555	TLR9
ENSG00000173366	3	52255097	52265206	10	5	46350	1.668	0.047656	TLR9
ENSG00000247596	3	52262626	52273276	28	8	46350	0.88436	0.18825	TWF2
ENSG00000164088	3	52279841	52284613	3	1	46350	1.1424	0.12665	PPM1M
ENSG00000164091	3	52288437	52322036	68	11	46350	1.566	0.058669	WDR82
ENSG00000168237	3	52321105	52329272	16	4	46350	1.351	0.08835	GLYCTK
ENSG00000114841	3	52350335	52434507	114	10	46350	1.3413	0.089915	DNAH1
ENSG00000163930	3	52435029	52444366	6	2	46350	0.47541	0.31725	BAP1
ENSG00000010318	3	52444673	52457657	15	6	46350	0.96678	0.16683	PHF7
ENSG00000010319	3	52467069	52479101	16	7	46350	2.0515	0.020107	SEMA3G
ENSG00000114854	3	52485118	52488086	2	1	46350	-0.2657	0.60476	TNNC1
ENSG00000010322	3	52489134	52527087	79	6	46350	1.5525	0.060271	NISCH
ENSG00000010327	3	52529354	52558511	51	13	46350	2.9857	0.0014146	STAB1
ENSG00000168268	3	52558386	52569070	31	6	46350	2.9706	0.0014862	NT5DC2
ENSG00000168273	3	52568029	52613253	119	11	46350	2.9443	0.0016184	SMIM4
ENSG00000163939	3	52579368	52719933	380	13	46350	3.0701	0.0010701	PBRM1
ENSG00000163938	3	52715172	52728508	28	3	46350	2.9429	0.0016259	GNL3
ENSG00000016864	3	52728505	52740048	19	5	46350	3.0052	0.0013272	GLT8D1
ENSG00000114902	3	52738971	52742182	7	2	46350	2.7844	0.0026813	SPCS1
ENSG00000114904	3	52744800	52804965	157	11	46350	2.7697	0.002805	NEK4
ENSG00000055957	3	52811603	52826078	42	4	46350	2.7905	0.002631	ITIH1
ENSG00000162267	3	52828784	52843025	25	8	46350	3.4562	0.00027392	ITIH3
ENSG00000055955	3	52846991	52865495	44	6	46350	3.2902	0.00050054	ITIH4
ENSG00000243696	3	52847298	52869745	60	7	46350	3.2469	0.00058329	RP5-966M1.6
ENSG00000272573	3	52867130	52869235	8	2	46350	3.138	0.0008506	MUSTN1
ENSG00000248592	3	52867137	52931578	146	11	46350	3.2456	0.00058605	TMEM110-MUSTN1
ENSG00000213533	3	52870235	52931612	135	11	46350	3.2149	0.00065256	TMEM110
ENSG00000163935	3	52937588	53080766	380	19	46350	2.28	0.011304	SFMBT1
ENSG00000272305	3	53003135	53133469	393	20	46350	1.7014	0.044431	RP11-894J14.5
ENSG00000163933	3	53122499	53164478	120	9	46350	2.4013	0.0081685	RFT1
ENSG00000163932	3	53190025	53226733	94	15	46350	-0.19823	0.57857	PRKCD
ENSG00000163931	3	53258723	53290068	162	13	46350	0.43816	0.33063	TKT
ENSG00000162290	3	53317447	53381654	132	18	46350	-0.1661	0.56596	DCP1A
ENSG00000157388	3	53528683	53847760	849	78	46350	1.1995	0.11518	CACNA1D
ENSG00000016391	3	53846362	53880417	119	21	46350	0.47898	0.31598	CHDH
ENSG00000056736	3	53880607	53899827	70	13	46350	0.1768	0.42983	IL17RB
ENSG00000113812	3	53901093	53916229	52	8	46350	-0.3134	0.62301	ACTR8
ENSG00000113811	3	53918437	53926015	26	6	46350	-0.22618	0.58947	SELK
ENSG00000157445	3	54156574	55108584	3238	203	46350	1.2774	0.10072	CACNA2D3
ENSG00000144771	3	54952264	55001115	142	18	46350	0.96755	0.16663	LRTM1
ENSG00000114251	3	55499743	55523973	61	14	46350	-0.38474	0.64978	WNT5A
ENSG00000187672	3	55542336	56502391	3260	103	46350	0.12379	0.45074	ERC2
ENSG00000180376	3	56591189	56655846	336	21	46350	1.0704	0.14222	CCDC66
ENSG00000163946	3	56654161	56717265	312	19	46350	1.2342	0.10856	FAM208A
ENSG00000163947	3	56761446	57113357	1273	93	46350	0.68904	0.2454	ARHGEF3
ENSG00000186451	3	57094469	57109460	51	10	46350	-0.65396	0.74343	SPATA12
ENSG00000144730	3	57124010	57204334	247	26	46350	-0.2324	0.59189	IL17RD
ENSG00000163666	3	57231944	57260549	51	9	46350	0.75845	0.22409	HESX1
ENSG00000157500	3	57261765	57307496	88	12	46350	0.52364	0.30027	APPL1
ENSG00000239388	3	57302375	57326710	50	10	46350	0.19173	0.42398	ASB14
ENSG00000174844	3	57327727	57530071	906	26	46350	-0.66146	0.74584	DNAH12
ENSG00000174840	3	57542003	57552571	28	7	46350	-0.040781	0.51626	PDE12
ENSG00000168374	3	57557090	57583947	97	13	46350	-0.52346	0.69967	ARF4
ENSG00000174839	3	57611184	57678816	182	21	46350	-0.84789	0.80175	DENND6A
ENSG00000163681	3	57741177	57914895	306	22	46350	-0.61084	0.72935	SLMAP
ENSG00000136068	3	57994127	58157982	467	34	46350	-1.4154	0.92152	FLNB
ENSG00000163687	3	58177984	58200424	90	13	46350	-1.6345	0.94893	DNASE1L3
ENSG00000163686	3	58223233	58281420	256	17	46350	0.39892	0.34497	ABHD6
ENSG00000163684	3	58291974	58310422	86	10	46350	0.88778	0.18733	RPP14
ENSG00000168297	3	58318607	58411748	459	21	46350	0.86213	0.19431	PXK
ENSG00000168291	3	58413357	58419584	29	7	46350	1.193	0.11643	PDHB
ENSG00000168301	3	58477841	58488087	27	9	46350	0.29979	0.38217	KCTD6
ENSG00000168306	3	58490863	58523046	71	17	46350	0.16878	0.43299	ACOX2
ENSG00000168309	3	58549844	58613337	290	30	46350	-0.1284	0.55109	FAM107A
ENSG00000198643	3	58619673	58652575	145	18	46350	-0.66131	0.74579	FAM3D
ENSG00000163689	3	58703092	59035810	541	28	46350	-0.19433	0.57704	C3orf67
ENSG00000189283	3	59735036	61237133	7253	358	46350	0.6426	0.26024	FHIT
ENSG00000269415	3	59957215	59957583	4	2	46350	-1.5724	0.94208	NPCDR1
ENSG00000144724	3	61547243	62283288	2657	171	46350	-0.079667	0.53175	PTPRG
ENSG00000114405	3	62304648	62321888	19	8	46350	0.58088	0.28066	C3orf14
ENSG00000153266	3	62355356	62359999	2	1	46350	0.30604	0.37979	FEZF2
ENSG00000163618	3	62384022	62861054	1971	98	46350	1.4981	0.067047	CADPS
ENSG00000163630	3	63213991	63602597	1619	95	46350	0.11984	0.4523	SYNPR
ENSG00000188817	3	63638344	63664696	127	14	46350	1.1654	0.12192	SNTN
ENSG00000163632	3	63805038	63834312	39	12	46350	1.271	0.10186	C3orf49
ENSG00000163634	3	63819546	63849579	47	13	46350	1.2271	0.10989	THOC7
ENSG00000163635	3	63850233	63989138	279	24	46350	0.89233	0.18611	ATXN7
ENSG00000163636	3	63996225	64009658	40	9	46350	0.47311	0.31807	PSMD6
ENSG00000163637	3	64079543	64431152	1222	90	46350	0.74416	0.22839	PRICKLE2
ENSG00000163638	3	64501333	64673676	518	40	46350	-0.12109	0.54819	ADAMTS9
ENSG00000151276	3	65339200	66024509	2643	161	46350	-1.8634	0.9688	MAGI1
ENSG00000144741	3	66119285	66438540	759	45	46350	0.45562	0.32433	SLC25A26
ENSG00000144749	3	66429221	66551687	272	24	46350	0.72504	0.23421	LRIG1
ENSG00000163376	3	67048727	67061634	18	5	46350	-1.2101	0.88689	KBTBD8
ENSG00000172340	3	67410884	67705038	1243	64	46350	0.95851	0.1689	SUCLG2
ENSG00000183662	3	68053359	68594776	2137	91	46350	0.35244	0.36226	FAM19A1
ENSG00000163377	3	68780917	68981761	710	28	46350	0.98588	0.1621	FAM19A4
ENSG00000163378	3	69024365	69063112	142	15	46350	0.058429	0.4767	EOGT
ENSG00000144747	3	69068978	69101484	72	10	46350	-0.2887	0.61359	TMF1
ENSG00000144744	3	69103881	69129559	62	11	46350	0.17682	0.42983	UBA3
ENSG00000144746	3	69134095	69155217	63	10	46350	2.2425	0.012464	ARL6IP5
ENSG00000163380	3	69156023	69172183	34	12	46350	0.93671	0.17445	LMOD3
ENSG00000114541	3	69219141	69591734	1423	80	46350	0.46186	0.32209	FRMD4B
ENSG00000187098	3	69788586	70017488	511	25	46350	-0.057522	0.52294	MITF
ENSG00000114861	3	71003844	71633140	1544	117	46350	2.9938	0.0013775	FOXP1
ENSG00000163412	3	71724567	71803924	276	29	46350	0.67454	0.24998	EIF4E3
ENSG00000170837	3	71803201	71805647	1	1	46350	-0.35072	0.6371	GPR27
ENSG00000163421	3	71820807	71834357	31	9	46350	0.33231	0.36983	PROK2
ENSG00000163602	3	72420976	72496069	88	19	46350	-0.63579	0.73754	RYBP
ENSG00000144736	3	72798428	72911065	182	11	46350	0.40133	0.34409	SHQ1
ENSG00000172986	3	72937224	73047289	398	27	46350	1.5074	0.065858	GXYLT2
ENSG00000163605	3	73045936	73118350	327	10	46350	1.4987	0.066976	PPP4R2
ENSG00000255423	3	73110810	73112488	9	2	46350	1.908	0.028198	EBLN2
ENSG00000121440	3	73431584	73674091	673	69	46350	-0.29522	0.61609	PDZRN3
ENSG00000113805	3	74311719	74570291	734	66	46350	1.1139	0.13265	CNTN3
ENSG00000227124	3	75758794	75834734	192	13	46350	0.51625	0.30284	ZNF717
ENSG00000185008	3	75955846	77699115	6076	234	46350	0.75271	0.22581	ROBO2
ENSG00000169855	3	78646390	79816965	3044	100	46350	2.2245	0.013058	ROBO1
ENSG00000114480	3	81538850	81811312	574	28	46350	1.4215	0.077588	GBE1
ENSG00000175161	3	85008132	86123579	3512	59	46350	1.2011	0.11485	CADM2
ENSG00000206538	3	86987119	87040269	66	14	46350	1.3336	0.091164	VGLL3
ENSG00000083937	3	87276421	87304698	82	15	46350	-0.071283	0.52841	CHMP2B
