GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
31	6:29600000-29610000	6:28840000-28850000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs28359988;rs1233374	NA	0
33	6:98560000-98570000	6:99210000-99220000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs71806471;rs9375195;rs1487445;rs1487446;rs77910749	NA	0
34	6:134110000-134120000	6:133130000-133140000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs117728942;rs143307852	ENSG00000112306	1
34	6:134230000-134240000	6:134410000-134420000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs13201465	NA	0
34	6:134250000-134260000	6:134410000-134420000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs145870286	NA	0
34	6:134280000-134290000	6:134410000-134420000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs145556741;rs150793912	NA	0
35	6:135020000-135030000	6:134670000-134680000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs71675135;rs9402626;rs9389205;rs35333949;rs9389206;rs9399114;rs9494039;rs6569967	NA	0
36	7:71580000-71590000	7:72040000-72050000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6969926;rs6957052;rs6957074	NA	0
36	7:71580000-71590000	7:72190000-72200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6969926;rs6957052;rs6957074	NA	0
36	7:71600000-71610000	7:71570000-71580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2107729;rs11771504;rs11773040;rs62462825;rs142971419;rs7810076;rs140311585	NA	0
36	7:71610000-71620000	7:72190000-72200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs367931227;rs376015634;rs7797453;rs7805399;chr7:71616895;chr7:71618506;rs62462829;rs11386575;rs7808318;rs55768005;rs56371709	NA	0
36	7:71620000-71630000	7:71230000-71240000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62462831;rs62462832;rs17352127;rs55910106;rs17352148;rs62462848;rs7789624;rs62462850	NA	0
36	7:71620000-71630000	7:72190000-72200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62462831;rs62462832;rs17352127;rs55910106;rs17352148;rs62462848;rs7789624;rs62462850	NA	0
36	7:71630000-71640000	7:71610000-71620000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7783238;rs62462851;rs7798609;rs56040543;rs75167795;rs62462852;rs62462853;rs144610802;rs6949014	NA	0
36	7:71630000-71640000	7:72010000-72020000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7783238;rs62462851;rs7798609;rs56040543;rs75167795;rs62462852;rs62462853;rs144610802;rs6949014	NA	0
36	7:71630000-71640000	7:72190000-72200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7783238;rs62462851;rs7798609;rs56040543;rs75167795;rs62462852;rs62462853;rs144610802;rs6949014	NA	0
37	7:104650000-104660000	7:104620000-104630000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11432195	NA	0
37	7:104770000-104780000	7:104620000-104630000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4730070	NA	0
37	7:104970000-104980000	7:104620000-104630000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35851667	NA	0
39	8:8110000-8120000	8:8520000-8530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2001840	NA	0
39	8:8110000-8120000	8:8550000-8560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2001840	ENSG00000253958	1
39	8:8110000-8120000	8:8820000-8830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2001840	NA	0
39	8:8110000-8120000	8:8850000-8860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2001840	ENSG00000104626	1
39	8:8140000-8150000	8:8520000-8530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2980512;rs35571782	NA	0
39	8:8280000-8290000	8:7350000-7360000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2921097	ENSG00000198129	1
39	8:8310000-8320000	8:7350000-7360000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2979172;rs876954;rs71537832;rs2921064;rs2921061;rs2921060;rs2921059mm;rs2980766;rs2980767;rs2921057;rs2976876;rs2921056;rs2921055;rs2921053	ENSG00000198129	1
39	8:8380000-8390000	8:8550000-8560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6601703;rs7827182;rs7817376;rs7823056;rs61296026;rs6995407;rs7826238	ENSG00000253958	1
39	8:8520000-8530000	8:8120000-8130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11992186	NA	0
39	8:8520000-8530000	8:8130000-8140000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11992186	NA	0
39	8:8520000-8530000	8:8850000-8860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11992186	ENSG00000104626	1
39	8:8540000-8550000	8:8120000-8130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7011229;rs1879957;rs6601724;rs146518686;rs3081202;rs7005216;rs6989926;rs6990746;rs7829975;rs10106453;rs10093926;rs11779061	NA	0
39	8:8540000-8550000	8:8140000-8150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7011229;rs1879957;rs6601724;rs146518686;rs3081202;rs7005216;rs6989926;rs6990746;rs7829975;rs10106453;rs10093926;rs11779061	NA	0
39	8:8540000-8550000	8:9130000-9140000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7011229;rs1879957;rs6601724;rs146518686;rs3081202;rs7005216;rs6989926;rs6990746;rs7829975;rs10106453;rs10093926;rs11779061	NA	0
39	8:8580000-8590000	8:8120000-8130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs485107;rs71914992m;rs777709;rs777707;rs488904;rs523598	NA	0
39	8:8580000-8590000	8:8130000-8140000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs485107;rs71914992m;rs777709;rs777707;rs488904;rs523598	NA	0
39	8:8580000-8590000	8:8350000-8360000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs485107;rs71914992m;rs777709;rs777707;rs488904;rs523598	NA	0
39	8:8580000-8590000	8:8940000-8950000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs485107;rs71914992m;rs777709;rs777707;rs488904;rs523598	NA	0
39	8:8590000-8600000	8:8120000-8130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs555617;rs519019;rs546603;rs474892;rs1703982	NA	0
39	8:8600000-8610000	8:8120000-8130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1719381;rs11460253;rs6601730;rs4840355;rs4841025;rs4841026;rs2728733;rs2687541;rs1719382;rs6985207	NA	0
39	8:8600000-8610000	8:8830000-8840000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1719381;rs11460253;rs6601730;rs4840355;rs4841025;rs4841026;rs2728733;rs2687541;rs1719382;rs6985207	NA	0
39	8:8600000-8610000	8:8850000-8860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1719381;rs11460253;rs6601730;rs4840355;rs4841025;rs4841026;rs2728733;rs2687541;rs1719382;rs6985207	ENSG00000104626	1
39	8:8630000-8640000	8:8850000-8860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs609958;rs560544;rs486781	ENSG00000104626	1
39	8:8650000-8660000	8:8820000-8830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7832968;rs2409091;rs4841040;rs2048419	NA	0
39	8:8660000-8670000	8:8750000-8760000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6994038;rs34602481;rs34140883;rs12547493;rs12544992;rs28399241;rs9329167;rs4841042;rs4841044;rs11783966;rs9644776;rs6988939;rs6993494;rs7006589;rs1473029;rs57494325	ENSG00000147324	1
39	8:8670000-8680000	8:8800000-8810000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4840362;rs7823757;rs60073172;rs60315134;rs59046059;rs11784052;rs11777085;rs4841045;rs4841047;rs13265731;rs13259216;rs35431455;rs13260419;rs35039922;rs5889248;rs882462;rs34362508;rs11775523;rs1039915	NA	0
39	8:8710000-8720000	8:8820000-8830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4523255;rs1039917;rs35900578	NA	0
39	8:8720000-8730000	8:8640000-8650000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4382480;rs332037;rs332039;rs3789843;rs3827806;rs60707155;rs1567398;rs907183	NA	0
39	8:8730000-8740000	8:8710000-8720000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs332040	NA	0
39	8:8810000-8820000	8:8790000-8800000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs13281377;rs4841074	NA	0
39	8:8820000-8830000	8:8160000-8170000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7002358;rs12542733	NA	0
39	8:8820000-8830000	8:8710000-8720000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7002358;rs12542733	NA	0
39	8:8850000-8860000	8:8520000-8530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17701675;rs2953802;rs1964356;rs2979265	NA	0
39	8:8870000-8880000	8:9660000-9670000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841083;rs2979256	NA	0
39	8:8880000-8890000	8:9190000-9200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs3083378;chr8:8882450;rs4841084;rs2956244;rs13272451;rs140242735;rs2979247	NA	0
39	8:8880000-8890000	8:9550000-9560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs3083378;chr8:8882450;rs4841084;rs2956244;rs13272451;rs140242735;rs2979247	NA	0
39	8:8880000-8890000	8:9660000-9670000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs3083378;chr8:8882450;rs4841084;rs2956244;rs13272451;rs140242735;rs2979247	NA	0
39	8:8890000-8900000	8:9180000-9190000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1045529;rs7853;rs2921383;rs2921381;rs7016139	NA	0
39	8:8900000-8910000	8:9190000-9200000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7005133;rs1562211;rs4537305;rs11784393;rs11433078;rs35232157	NA	0
39	8:8900000-8910000	8:9600000-9610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7005133;rs1562211;rs4537305;rs11784393;rs11433078;rs35232157	NA	0
39	8:8910000-8920000	8:9390000-9400000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35002784;rs2953806;rs34646090;rs2953805;rs2921378;rs35945547;rs2921377;rs3021416;rs2979253	NA	0
39	8:8920000-8930000	8:9390000-9400000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841093;rs7387360	NA	0
39	8:9030000-9040000	8:9180000-9190000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs393155;rs439989	NA	0
39	8:9030000-9040000	8:9790000-9800000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs393155;rs439989	NA	0
39	8:9040000-9050000	8:9550000-9560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11249905;rs11249906	NA	0
39	8:9080000-9090000	8:9390000-9400000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2929456;rs2929455;rs2929309;rs2929454;rs2929308;rs2929453;rs2929452;rs2929306;rs200829259;rs10643886;rs2929305;rs11336056;rs2929451;rs10582665;rs4841110;chr8:9086392;rs111847181;rs330048;rs330049;rs330050;rs330054;rs35841195;rs34900446;rs35851791;rs330056;rs330057;rs330058	NA	0
40	8:10510000-10520000	8:11480000-11490000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11775702;rs7014633;rs11784144	NA	0
40	8:10530000-10540000	8:10460000-10470000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs71203345	NA	0
40	8:10600000-10610000	8:10420000-10430000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11250065;rs11250066;rs7004066;rs7008161m;rs7004253;rs6601514;rs138448176;rs720081;rs10094497;rs10091636;rs10094732;rs3905581;rs6601517;rs2898252;rs3062629;rs6997799;rs4841438;rs11250067;rs9650656;rs9650657;rs13276026	NA	0
40	8:10630000-10640000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs28570522;rs4841441;rs17774331;rs11250072;rs11250073;rs11250074;rs17774398;rs6993841;rs10100265;rs7813706;rs10089615;rs10107289;rs7834466;rs6601523;rs2116095;rs17774627;rs56023918;rs7814142;rs1115866;rs1115867;rs34355014	NA	0
40	8:10640000-10650000	8:10420000-10430000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1821002;rs4321967;rs17712981;rs2409663;rs7002757;rs6984391;rs11250076;rs17718772;rs10481451	NA	0
40	8:10640000-10650000	8:10460000-10470000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1821002;rs4321967;rs17712981;rs2409663;rs7002757;rs6984391;rs11250076;rs17718772;rs10481451	NA	0
40	8:10650000-10660000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2005310;rs1106740;rs2005309;rs10503410;rs113966131;rs4593498;rs4504595;rs1549792;rs1549793;rs11250077;rs60240620;rs55637012;rs56109041;rs78050613;rs73208756;rs7827063;rs7826036;rs7817654;rs73208757;rs10097283;rs11998382;rs11995539;rs73208762	NA	0
40	8:10660000-10670000	8:10420000-10430000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12542888;rs56122299;rs112523436;rs73208766;rs117478948;rs4551304;rs6601527;rs714370;rs4240670;rs73208769;rs11250078;rs73208773;rs7002282;rs4840516;rs9650659;rs73208775;rs12676417;rs58193873;rs2409658;rs57348261;rs10503409	NA	0
40	8:10660000-10670000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12542888;rs56122299;rs112523436;rs73208766;rs117478948;rs4551304;rs6601527;rs714370;rs4240670;rs73208769;rs11250078;rs73208773;rs7002282;rs4840516;rs9650659;rs73208775;rs12676417;rs58193873;rs2409658;rs57348261;rs10503409	NA	0
40	8:10670000-10680000	8:10420000-10430000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs73208778;rs6601529;rs9969626;rs6601530;rs17776404;rs17776427;rs10903330;rs12155811;rs36005423;rs17776497;rs7814757;rs7845731;rs2409656;rs2409655;rs17776622;rs34653170;rs10098699;rs2409654;rs73208781;rs73208782;rs2277130;rs73208785;rs2033368;rs73208789;rs17720365;rs144477833;rs6980805	NA	0
40	8:10670000-10680000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs73208778;rs6601529;rs9969626;rs6601530;rs17776404;rs17776427;rs10903330;rs12155811;rs36005423;rs17776497;rs7814757;rs7845731;rs2409656;rs2409655;rs17776622;rs34653170;rs10098699;rs2409654;rs73208781;rs73208782;rs2277130;rs73208785;rs2033368;rs73208789;rs17720365;rs144477833;rs6980805	NA	0
40	8:10670000-10680000	8:10460000-10470000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs73208778;rs6601529;rs9969626;rs6601530;rs17776404;rs17776427;rs10903330;rs12155811;rs36005423;rs17776497;rs7814757;rs7845731;rs2409656;rs2409655;rs17776622;rs34653170;rs10098699;rs2409654;rs73208781;rs73208782;rs2277130;rs73208785;rs2033368;rs73208789;rs17720365;rs144477833;rs6980805	NA	0
40	8:10680000-10690000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs73208790;rs73208791;rs73208792;rs73208793;rs36080074;rs73208794;rs73208795;rs17776946;rs7817252;rs4841452;rs12375394	NA	0
40	8:10690000-10700000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62492352;rs11986043;rs11986845;rs11996727;rs11986935;rs6601534;rs2271355;rs1549796;rs138828851;rs77559025;rs4840519;rs73209913;rs35091929;rs55848210;rs56046029;rs12541110;rs28613656;rs6601535;rs6601536;rs7818181;rs10091386;rs7012199;rs7012206;rs11776965;rs3808603;rs3808604	NA	0
40	8:10690000-10700000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62492352;rs11986043;rs11986845;rs11996727;rs11986935;rs6601534;rs2271355;rs1549796;rs138828851;rs77559025;rs4840519;rs73209913;rs35091929;rs55848210;rs56046029;rs12541110;rs28613656;rs6601535;rs6601536;rs7818181;rs10091386;rs7012199;rs7012206;rs11776965;rs3808603;rs3808604	ENSG00000104643	1
40	8:10700000-10710000	8:10440000-10450000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7830317;rs7833945;rs7830431;rs73209918;rs10093774;rs6989160;rs17721089;rs1991651;rs73209921;rs73209922	NA	0
40	8:10700000-10710000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7830317;rs7833945;rs7830431;rs73209918;rs10093774;rs6989160;rs17721089;rs1991651;rs73209921;rs73209922	ENSG00000104643	1
40	8:10700000-10710000	8:11450000-11460000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7830317;rs7833945;rs7830431;rs73209918;rs10093774;rs6989160;rs17721089;rs1991651;rs73209921;rs73209922	NA	0
40	8:10710000-10720000	8:10460000-10470000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs877116	NA	0
40	8:10710000-10720000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs877116	ENSG00000104643	1
40	8:10710000-10720000	8:11450000-11460000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs877116	NA	0
40	8:10760000-10770000	8:10850000-10860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6985109;rs4326350;rs4840525;rs6997839;rs6997997;rs4240671;rs4240672;rs6989105;rs7821826;rs11250086;rs36223617	NA	0
40	8:10760000-10770000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs6985109;rs4326350;rs4840525;rs6997839;rs6997997;rs4240671;rs4240672;rs6989105;rs7821826;rs11250086;rs36223617	ENSG00000104643	1
40	8:10770000-10780000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs36206870;rs116793410;rs7834248;rs13270870;rs4554431;rs7015168m;rs113442811;rs4073948;rs34809001;rs5889350;rs4841457;rs34741518;rs7823296;rs7016385	ENSG00000104643	1
40	8:10780000-10790000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841459;rs7837038;rs10086521;rs7843470;rs200553010;rs11250092;rs4240673;rs11783247;rs66724331;rs4841460;rs71203361;rs7461177	ENSG00000104643	1
40	8:10790000-10800000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7461180;rs7461065;rs7461237;rs6992033;rs7016066;rs6992403;rs6992544;rs6992699;rs6980908;rs7000594;rs7000772;rs6984496;rs7005884;rs11250093	ENSG00000104643	1
40	8:10820000-10830000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35470964;rs35792458;rs7013277;rs34959618;rs3885690;rs4841466;rs4841467;rs6983869	ENSG00000104643	1
40	8:10830000-10840000	8:11140000-11150000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs28494533;rs6601541;rs10096421;rs10093514;rs6601542;rs4078189;rs4451266;rs4451267;rs6601544;rs7010719;rs7011106;rs6996943;rs7011268;rs7010262;rs7014861;rs34738102;rs10092831;rs10092835;rs11250101;rs11250102;rs10089518	ENSG00000104643	1
40	8:11170000-11180000	8:12030000-12040000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2572397;rs2572398	NA	0
40	8:11300000-11310000	8:12260000-12270000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs13255193	NA	0
40	8:11320000-11330000	8:10330000-10340000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs57231950;rs57231950m	NA	0
40	8:11320000-11330000	8:11260000-11270000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs57231950;rs57231950m	NA	0
40	8:11320000-11330000	8:11750000-11760000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs57231950;rs57231950m	NA	0
40	8:11320000-11330000	8:11880000-11890000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs57231950;rs57231950m	NA	0
40	8:11330000-11340000	8:11260000-11270000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11775149;rs11775150;rs756038;rs1531576;rs2199690	NA	0
40	8:11330000-11340000	8:11450000-11460000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11775149;rs11775150;rs756038;rs1531576;rs2199690	NA	0
40	8:11380000-11390000	8:11830000-11840000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2618443	ENSG00000205884:ENSG00000205883	1
40	8:11400000-11410000	8:11260000-11270000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12386974;rs2245250;rs2245232;rs11780851;rs6601599	NA	0
40	8:11400000-11410000	8:11600000-11610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12386974;rs2245250;rs2245232;rs11780851;rs6601599	NA	0
40	8:11410000-11420000	8:11260000-11270000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841559;rs35482693;rs36048422;rs34190028;rs11783065	NA	0
40	8:11410000-11420000	8:11600000-11610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841559;rs35482693;rs36048422;rs34190028;rs11783065	NA	0
40	8:11430000-11440000	8:10800000-10810000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35580513;rs13256554;rs2409797;rs2898290;rs7464263;rs35558344;rs111613945;rs2127127;rs35181953;rs140471203;rs10108511;rs2409798;rs2409799	NA	0
40	8:11430000-11440000	8:11600000-11610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35580513;rs13256554;rs2409797;rs2898290;rs7464263;rs35558344;rs111613945;rs2127127;rs35181953;rs140471203;rs10108511;rs2409798;rs2409799	NA	0
40	8:11430000-11440000	8:11800000-11810000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35580513;rs13256554;rs2409797;rs2898290;rs7464263;rs35558344;rs111613945;rs2127127;rs35181953;rs140471203;rs10108511;rs2409798;rs2409799	NA	0
40	8:11430000-11440000	8:11880000-11890000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35580513;rs13256554;rs2409797;rs2898290;rs7464263;rs35558344;rs111613945;rs2127127;rs35181953;rs140471203;rs10108511;rs2409798;rs2409799	NA	0
40	8:11440000-11450000	8:10800000-10810000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841567;rs10097870;rs13270267;rs11780420;rs11250150;rs13255662;rs11250151;rs11778830;rs17153498;rs55896564;rs56051089;rs7823651	NA	0
40	8:11440000-11450000	8:11600000-11610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841567;rs10097870;rs13270267;rs11780420;rs11250150;rs13255662;rs11250151;rs11778830;rs17153498;rs55896564;rs56051089;rs7823651	NA	0
40	8:11440000-11450000	8:11800000-11810000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841567;rs10097870;rs13270267;rs11780420;rs11250150;rs13255662;rs11250151;rs11778830;rs17153498;rs55896564;rs56051089;rs7823651	NA	0
40	8:11440000-11450000	8:11880000-11890000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4841567;rs10097870;rs13270267;rs11780420;rs11250150;rs13255662;rs11250151;rs11778830;rs17153498;rs55896564;rs56051089;rs7823651	NA	0
40	8:11450000-11460000	8:11600000-11610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11995206;rs2244648;rs10903340	NA	0
41	8:48540000-48550000	8:48280000-48290000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs535473272	NA	0
41	8:48540000-48550000	8:48420000-48430000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs535473272	NA	0
42	8:53390000-53400000	8:52920000-52930000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs10958323	NA	0
42	8:53400000-53410000	8:52920000-52930000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369274441	NA	0
45	8:142610000-142620000	8:142820000-142830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11778265;rs13266268;rs11787216;rs11782074;rs746839;rs1106761;rs1078141	NA	0
45	8:142610000-142620000	8:143060000-143070000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11778265;rs13266268;rs11787216;rs11782074;rs746839;rs1106761;rs1078141	NA	0
45	8:142610000-142620000	8:143080000-143090000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11778265;rs13266268;rs11787216;rs11782074;rs746839;rs1106761;rs1078141	NA	0
45	8:142610000-142620000	8:143350000-143360000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11778265;rs13266268;rs11787216;rs11782074;rs746839;rs1106761;rs1078141	NA	0
45	8:142620000-142630000	8:142760000-142770000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142620000-142630000	8:142810000-142820000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142620000-142630000	8:142820000-142830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142620000-142630000	8:143510000-143520000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142620000-142630000	8:143520000-143530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142620000-142630000	8:143530000-143540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	ENSG00000181790	1
45	8:142620000-142630000	8:143560000-143570000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1566085;rs11782665;rs7357604	NA	0
45	8:142630000-142640000	8:142030000-142040000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:142490000-142500000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:142530000-142540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
