ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000196611	MMP1	11	102660651	102668891	-1	protein_coding	4312	MMP1	2.48971498237184e-15	0.644989765	29	13.56	0	NA	NA	NA	NA	No	NA	4.211e-06	rs644552	53
ENSG00000149968	MMP3	11	102706532	102714534	-1	protein_coding	4314	MMP3	3.50440404382942e-08	0.141445964	29	13.56	0	NA	NA	NA	NA	No	NA	4.211e-06	rs644552	53
ENSG00000137745	MMP13	11	102813724	102826463	-1	protein_coding	4322	MMP13	2.16777707829054e-05	-0.281153735	29	13.56	0	NA	NA	NA	NA	No	NA	4.211e-06	rs644552	53
ENSG00000152402	GUCY1A2	11	106544738	106889250	-1	protein_coding	2977	GUCY1A2	0.377257492585874	NA	10	12.35	0	NA	NA	NA	NA	No	NA	1.386e-06	rs117603308m	54
ENSG00000151704	KCNJ1	11	128706210	128737268	-1	protein_coding	3758	KCNJ1	0.001702478576957	-0.039066845	2	0.465	0	NA	NA	NA	NA	No	NA	9.339e-06	rs4609618	55
ENSG00000120457	KCNJ5	11	128761251	128790930	1	protein_coding	3762	KCNJ5	0.309232169469227	5.110272393	2	0.465	0	NA	NA	NA	NA	No	NA	9.339e-06	rs4609618	55
ENSG00000174370	C11orf45	11	128769460	128775930	-1	protein_coding	219833	C11orf45	0.0137112878913203	1.365805783	2	0.465	0	NA	NA	NA	NA	No	NA	9.339e-06	rs4609618	55
ENSG00000120471	TP53AIP1	11	128804626	128813040	-1	protein_coding	63970	TP53AIP1	9.46747721512866e-07	0.506965589	2	0.465	0	NA	NA	NA	NA	No	NA	9.339e-06	rs4609618	55
ENSG00000134909	ARHGAP32	11	128834955	129149219	-1	protein_coding	9743	ARHGAP32	0.987088519508478	-1.36549754	2	0.465	0	NA	NA	NA	NA	No	NA	9.339e-06	rs4609618	55
ENSG00000182667	NTM	11	131240373	132206716	1	protein_coding	50863	NTM	0.525365693930018	-0.215951005	10	15.91	0	NA	NA	NA	NA	No	NA	5.757e-06	rs529507	56
ENSG00000123106	CCDC91	12	28286182	28732883	1	protein_coding	55297	CCDC91	3.15157303302004e-05	0.458621643	2	0.607	0	NA	NA	NA	NA	No	NA	9.422e-06	rs16933101	57
ENSG00000135144	DTX1	12	113494514	113535833	1	protein_coding	1840	DTX1	0.00125591757009814	0.111994464	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000111344	RASAL1	12	113536624	113574044	-1	protein_coding	8437	RASAL1	4.85979006124582e-08	1.586043607	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000186710	CCDC42B	12	113587663	113597081	1	protein_coding	387885	CCDC42B	NA	-0.42037178	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000123064	DDX54	12	113594979	113623284	-1	protein_coding	79039	DDX54	1.04148957531094e-06	-0.352061299	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000139405	RITA1	12	113623331	113630173	1	protein_coding	84934	RITA1	0.000608069689464473	0.047568279	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000166578	IQCD	12	113633246	113658899	-1	protein_coding	115811	IQCD	7.66417947056825e-06	-0.33903492	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000186815	TPCN1	12	113658855	113736390	1	protein_coding	53373	TPCN1	0.00385891575421665	-0.554446864	2	4.379	0	NA	NA	NA	NA	No	NA	6.059e-06	rs113003385	59
ENSG00000184226	PCDH9	13	66876967	67804468	-1	protein_coding	5101	PCDH9	0.97301427734079	-0.248673252	1	3.596	0	NA	NA	NA	NA	No	NA	1.91e-06	rs77691144	60
ENSG00000187498	COL4A1	13	110801318	110959496	-1	protein_coding	1282	COL4A1	0.99999998123739	-0.456418322	1	0.052	0	NA	NA	NA	NA	No	NA	9.615e-06	rs17517971	61
ENSG00000119715	ESRRB	14	76776957	76968178	1	protein_coding	2103	ESRRB	0.542080991203377	-0.068932772	1	0.753	0	NA	NA	NA	NA	No	NA	4.295e-06	rs201369005m	62
ENSG00000119698	PPP4R4	14	94612465	94746072	1	protein_coding	57718	PPP4R4	0.00567425479283036	-0.446250895	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000140093	SERPINA10	14	94749650	94759608	-1	protein_coding	51156	SERPINA10	1.21176106869289e-05	0.198037098	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000170099	SERPINA6	14	94770585	94789731	-1	protein_coding	866	SERPINA6	5.27007649744634e-07	0.300739382	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000197249	SERPINA1	14	94843084	94857030	-1	protein_coding	5265	SERPINA1	3.65586459511635e-07	1.459921143	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000186910	SERPINA11	14	94908801	94919127	-1	protein_coding	256394	SERPINA11	1.4053679123183e-07	-0.018992588	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000170054	SERPINA9	14	94929054	94946026	-1	protein_coding	327657	SERPINA9	1.79474750647935e-09	0.915219875	2	20.2	0	NA	NA	NA	NA	No	NA	3.044e-07	rs112635299	63
ENSG00000102967	DHODH	16	72042487	72058954	1	protein_coding	1723	DHODH	0.0128239089226836	0.964114846	4	3.992	3	2.82121e-18	1.37146629333672e-15	PsychENCODE_eQTLs	+	No	NA	1.543e-06	rs34938366	65
ENSG00000140830	TXNL4B	16	72078188	72128330	-1	protein_coding	54957	TXNL4B	0.0173065222001966	-0.594229131	4	3.992	3	4.31699e-05	0.00402749568752452	PsychENCODE_eQTLs	+	No	NA	1.543e-06	rs34938366	65
ENSG00000257017	HP	16	72088491	72094954	1	protein_coding	3240	HP	0.0293907467277115	1.044201482	4	3.992	3	2.88645e-26	2.34920915886107e-23	PsychENCODE_eQTLs	+	No	NA	1.543e-06	rs34938366	65
ENSG00000261701	HPR	16	72088522	72111145	1	protein_coding	3250	HPR	2.94872175113387e-07	-0.259844844	4	3.992	3	9.94119e-35	1.22160227828491e-31	PsychENCODE_eQTLs	+	No	NA	1.543e-06	rs34938366	65
ENSG00000140829	DHX38	16	72127461	72146811	1	protein_coding	9785	DHX38	1.03801324416004e-06	0.106968944	4	3.992	0	NA	NA	NA	NA	No	NA	1.543e-06	rs34938366	65
ENSG00000118557	PMFBP1	16	72146056	72210777	-1	protein_coding	83449	PMFBP1	NA	-0.012306604	4	3.992	0	NA	NA	NA	NA	No	NA	1.543e-06	rs34938366	65
ENSG00000180340	FZD2	17	42634925	42636907	1	protein_coding	2535	FZD2	NA	NA	0	0	1	0.00065359823663703	0.0460231814930075	BRAINEAC/THAL	NA	No	NA	0.0005543	rs142920272	66
ENSG00000161692	DBF4B	17	42785976	42829632	1	protein_coding	80174	DBF4B	4.43213751313207e-08	-0.507761261	0	0	555	0.000110718112410765	0.00189628286053198	PsychENCODE_eQTLs:BRAINEAC/OCTX	+	Yes	Promoter_anchored_loops_oneway	4.547e-06	rs12449792;rs142920272;rs144129607;rs71375338;chr17:44759766	66
ENSG00000182963	GJC1	17	42875816	42908184	-1	protein_coding	10052	GJC1	0.944105282209013	-2.782988352	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops_oneway	6.192e-06	rs142920272:rs142920272;rs144129607;rs71375338:rs142920272;rs71375338	66
ENSG00000131095	GFAP	17	42982376	42994305	-1	protein_coding	2670	GFAP	2.22936756487388e-05	-0.265503436	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops_oneway	4.549e-06	rs142920272:rs142920272;rs144129607;rs71375338:rs142920272;rs71375338	66
ENSG00000172992	DCAKD	17	43100708	43138473	-1	protein_coding	79877	DCAKD	0.0293860851896359	0.848595011	0	0	2	0.00013999	0.0112756948959923	PsychENCODE_eQTLs	+	No	NA	0.0009233	rs12449792	66
ENSG00000136448	NMT1	17	43128978	43186384	1	protein_coding	4836	NMT1	0.998500520689071	0.032447683	2	2.591	1797	9.32642e-06	2.3859e-07	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	-	Yes	Promoter_anchored_loops_oneway	2.826e-06	rs12449792;rs142920272;rs144129607;rs71375338;chr17:44759766	66
ENSG00000161714	PLCD3	17	43186335	43210721	-1	protein_coding	113026	PLCD3	0.000143297256551118	NA	8	11.71	0	NA	NA	NA	NA	No	NA	6.065e-06	rs12449792	66
ENSG00000181513	ACBD4	17	43209967	43221548	1	protein_coding	79777	ACBD4	1.82643064951694e-05	-0.326407022	8	11.71	0	NA	NA	NA	NA	No	NA	6.065e-06	rs12449792	66
ENSG00000186834	HEXIM1	17	43224684	43229468	1	protein_coding	10614	HEXIM1	0.944400234927573	-1.495314951	8	11.71	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops_oneway	6.065e-06	rs12449792;rs142920272	66
ENSG00000168517	HEXIM2	17	43238067	43247407	1	protein_coding	124790	HEXIM2	0.368236513275247	-0.798107113	8	11.71	0	NA	NA	NA	NA	No	NA	6.065e-06	rs12449792	66
ENSG00000184922	FMNL1	17	43298811	43324687	1	protein_coding	752	FMNL1	0.999687036181592	NA	8	11.71	2655	1.02394e-24	7.89257e-19	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	-	No	NA	1.124e-06	rs12449792;rs142920272;rs144129607;rs71375338;chr17:44759766	66
ENSG00000184361	SPATA32	17	43331760	43339479	-1	protein_coding	124783	SPATA32	2.95265117999751e-05	-0.414755704	8	11.71	0	NA	NA	NA	NA	No	NA	6.065e-06	rs12449792	66
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	186	18.95	2789	4.59328e-19	7.23313e-14	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	+	Yes	Promoter_anchored_loops_oneway	1.124e-06	rs142920272;rs144129607;rs71375338;chr17:44759766;rs12449792;rs142920272:rs142920272	66
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	242	18.95	3239	1.97798e-42	8.79568e-35	PsychENCODE_eQTLs:BRAINEAC/CRBL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	+	Yes	Promoter_anchored_loops_oneway	8.939e-07	rs142920272;rs144129607;rs71375338;chr17:44759766;rs142920272:rs142920272;chr17:44759766:rs142920272;rs71375338:rs141455452:rs142920272;chr17:44759766:rs144129607:rs142920272	66
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	1590	23.5	3313	2.03463e-48	4.22137359029985e-45	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/TCTX:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	-	No	NA	1.124e-06	rs142920272;rs144129607;rs71375338;chr17:44759766;rs12942300;rs12449792	66
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	950	23.5	3340	6.65162e-25	5.44181e-19	PsychENCODE_eQTLs:BRAINEAC/CRBL:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9	+	Yes	Promoter_anchored_loops_oneway	8.939e-07	rs142920272;rs144129607;rs71375338;chr17:44759766;rs12942300;rs141455452;rs12449792;rs142920272:rs142920272;rs71375338:rs142920272;chr17:44759766:rs71375338:rs142920272;chr17:44759766:rs142920272	66
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	1636	26.8	3334	3.07987e-236	3.84225414486533e-231	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/MEDU:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	-	Yes	Promoter_anchored_loops_oneway	8.939e-07	rs142920272;rs144129607;rs71375338;chr17:44759766;rs12942300;rs141455452;rs12449792;chr17:44759766:rs142920272;rs71375338:rs141455452:rs142920272:rs142920272;chr17:44759766:rs71375338	66
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	986	26.8	3052	3.65145e-07	5.29314660069234e-05	PsychENCODE_eQTLs:BRAINEAC/FCTX:BRAINEAC/TCTX:BRAINEAC/aveALL	-	Yes	Promoter_anchored_loops_oneway	2.89e-07	rs142920272;rs144129607;rs71375338;chr17:44759766;rs141455452;rs12449792;chr17:44759766:rs142920272;rs71375338:rs142920272:rs142920272	66
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	1944	26.8	3335	3.43499e-131	5.04708892793057e-127	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9	+	Yes	Promoter_anchored_loops_oneway	2.89e-07	rs142920272;rs144129607;rs71375338;chr17:44759766;rs141455452;rs12449792;rs12449792:rs142920272;rs71375338:rs142920272;rs71375338:rs142920272:rs142920272;chr17:44759766:rs142920272	66
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	760	22.6	632	2.85083e-17	2.36165e-17	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Hypothalamus	-	No	NA	2.89e-07	rs142920272;rs144129607;rs71375338;chr17:44759766	66
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	645	22.5	3317	7.53897e-138	1.31187251502615e-133	PsychENCODE_eQTLs:BRAINEAC/HIPP:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	+	Yes	EP_links_oneway:Promoter_anchored_loops_oneway	2.89e-07	rs142920272;rs71375338;rs144129607;chr17:44759766;rs12942300;chr17:44759766:rs142920272;rs71375338:rs142920272:rs142920272;rs71375338:rs142920272;chr17:44759766:rs144129607	66
ENSG00000238083	LRRC37A2	17	44588877	44633016	1	protein_coding	474170	LRRC37A2	NA	NA	30	19.03	3332	3.7973e-61	1.16542705681351e-57	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	+	No	NA	1.124e-06	rs142920272;rs71375338;rs144129607;chr17:44759766;rs12449792;rs12942300	66
ENSG00000185829	ARL17A	17	44594068	44657088	-1	protein_coding	51326	ARL17A	NA	-2.38258287	35	19.03	2748	4.38968e-38	7.41812e-31	PsychENCODE_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	+	No	NA	1.124e-06	rs142920272;rs71375338;rs144129607;chr17:44759766	66
ENSG00000073969	NSF	17	44668035	44834830	1	protein_coding	4905	NSF	0.713682130183303	-0.566246769	97	19.03	2449	2.51284e-12	2.14459e-10	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum	-	No	NA	1.124e-06	rs142920272;rs144129607;rs71375338;chr17:44759766	66
ENSG00000108379	WNT3	17	44839872	44910520	-1	protein_coding	7473	WNT3	0.946108101336536	-0.191110949	83	17.18	636	2.42691e-19	1.1843e-51	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex	+	Yes	Promoter_anchored_loops_oneway	1.333e-06	rs142920272;rs71375338;chr17:44759766;rs144129607;chr17:44759766:rs142920272:rs142920272;chr17:44759766:rs142920272;rs71375338:rs71375338:rs142920272	66
ENSG00000158955	WNT9B	17	44910567	44964096	1	protein_coding	7484	WNT9B	0.0516168107144711	NA	52	16.08	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops_oneway	1.995e-06	rs142920272;rs71375338;chr17:44759766:rs142920272:rs142920272;rs144129607;chr17:44759766:rs142920272;rs71375338:rs71375338:rs142920272	66
ENSG00000178852	EFCAB13	17	45400656	45518678	1	protein_coding	124989	EFCAB13	8.2199210022743e-19	-0.190444586	0	0	3	4.77043e-05	1.77534e-07	GTEx/v8/Brain_Anterior_cingulate_cortex_BA24	+	No	NA	4.044e-06	rs142920272	66
ENSG00000176809	LRRC37A3	17	62850430	62915598	-1	protein_coding	374819	LRRC37A3	NA	-0.097137851	0	0	3011	3.93530526373269e-29	2.32184038334435e-25	BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL	NA	No	NA	1.149e-06	rs12449792;rs142920272;rs144129607;rs71375338;chr17:44759766;rs12942300	66
ENSG00000186665	C17orf58	17	65987217	65989765	-1	protein_coding	284018	C17orf58	0.0821564161266073	0.225875314	0	0	3060	1.10785994387843e-06	5.12234799485056e-05	BRAINEAC/CRBL:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX	NA	No	NA	1.149e-06	rs142920272;rs144129607;rs71375338;chr17:44759766;rs12942300	66
ENSG00000186496	ZNF396	18	32946661	32957301	-1	protein_coding	252884	ZNF396	4.72222820428313e-07	0.08300238	1	5.935	0	NA	NA	NA	NA	No	NA	8.833e-05	rs143609523	67
ENSG00000267140	RP11-322E11.6	18	33023835	33077904	-1	protein_coding	NA	NA	NA	NA	1	5.935	0	NA	NA	NA	NA	No	NA	8.833e-05	rs143609523	67
ENSG00000153391	INO80C	18	33032194	33077955	-1	protein_coding	125476	INO80C	0.000502408928799958	0.220122461	1	5.935	0	NA	NA	NA	NA	No	NA	8.833e-05	rs143609523	67
ENSG00000141429	GALNT1	18	33161081	33291798	1	protein_coding	2589	GALNT1	0.742968960381217	-0.752953281	1	1.661	0	NA	NA	NA	NA	No	NA	7.822e-06	rs143609523	67
ENSG00000141425	RPRD1A	18	33564350	33647539	-1	protein_coding	55197	RPRD1A	0.25114910852473	-1.738918008	1	1.07	0	NA	NA	NA	NA	No	NA	1.393e-05	rs143609523	67
ENSG00000141424	SLC39A6	18	33688495	33709348	-1	protein_coding	25800	SLC39A6	0.000761849565836676	-1.068372503	2	1.889	0	NA	NA	NA	NA	No	NA	1.1e-05	rs143609523	67
ENSG00000134759	ELP2	18	33709407	33757909	1	protein_coding	55250	ELP2	1.30720183321891e-07	0.067770562	2	1.889	0	NA	NA	NA	NA	No	NA	1.1e-05	rs143609523	67
ENSG00000075643	MOCOS	18	33767482	33852120	1	protein_coding	55034	MOCOS	6.10346244046287e-07	1.169934029	2	1.889	0	NA	NA	NA	NA	No	NA	1.1e-05	rs143609523	67
ENSG00000134775	FHOD3	18	33877677	34360018	1	protein_coding	80206	FHOD3	0.997517122779082	NA	1	1.889	0	NA	NA	NA	NA	No	NA	1.1e-05	rs143609523	67
ENSG00000049759	NEDD4L	18	55711599	56068772	1	protein_coding	23327	NEDD4L	0.999966646256687	NA	102	14.26	0	NA	NA	NA	NA	No	NA	1.124e-06	rs292441	68
ENSG00000161281	COX7A1	19	36641824	36643771	-1	protein_coding	1346	COX7A1	0.00356251777188197	-0.184036467	0	0	7	1.63585e-07	2.51588088910488e-05	PsychENCODE_eQTLs	-	No	NA	5.527e-07	rs138442088;rs139567174;rs138867053	69
ENSG00000196357	ZNF565	19	36673188	36737159	-1	protein_coding	147929	ZNF565	0.00176668862893038	-0.082038298	1	0.511	0	NA	NA	NA	NA	No	NA	2.025e-06	rs138442088	69
ENSG00000167635	ZNF146	19	36705504	36729676	1	protein_coding	7705	ZNF146	0.811745908933633	-1.509645771	1	0.511	0	NA	NA	NA	NA	No	NA	2.025e-06	rs138442088	69
ENSG00000142065	ZFP14	19	36827162	36870101	-1	protein_coding	57677	ZFP14	0.000162247685567042	1.054149515	3	5.006	0	NA	NA	NA	NA	No	NA	2.025e-06	rs138442088	69
ENSG00000181007	ZFP82	19	36874022	36909558	-1	protein_coding	284406	ZFP82	0.0523308001818033	-0.376209288	3	5.006	11	5.4669e-05	0.00496014598122342	PsychENCODE_eQTLs	+	No	NA	2.025e-06	rs138442088;rs139567174	69
ENSG00000186017	ZNF566	19	36936021	36980804	-1	protein_coding	84924	ZNF566	0.637363544825764	-0.599940348	3	5.006	0	NA	NA	NA	NA	No	NA	0.0001923	rs138442088	69
ENSG00000254004	ZNF260	19	37001597	37019562	-1	protein_coding	339324	ZNF260	3.06605450053892e-06	-0.371471114	2	2.878	0	NA	NA	NA	NA	No	NA	0.0004918	rs138442088	69
ENSG00000186020	ZNF529	19	37025676	37096178	-1	protein_coding	57711	ZNF529	0.00106713686759093	0.632376183	4	4.738	0	NA	NA	NA	NA	No	NA	0.000315	rs138442088	69
ENSG00000161298	ZNF382	19	37095719	37119499	1	protein_coding	84911	ZNF382	0.853323188005293	-0.45288106	3	4.738	0	NA	NA	NA	NA	No	NA	0.000315	rs138442088	69
ENSG00000197808	ZNF461	19	37128094	37157755	-1	protein_coding	92283	ZNF461	3.15672573724231e-06	-0.70060719	3	4.738	0	NA	NA	NA	NA	No	NA	0.0002084	rs138442088	69
ENSG00000189042	ZNF567	19	37178514	37218603	1	protein_coding	163081	ZNF567	1.86506738570689e-06	0.177191308	6	7.426	2	2.67556e-05	0.00263508685564259	PsychENCODE_eQTLs	+	Yes	Hippocampus	2.139e-05	rs138442088;rs139567174	69
ENSG00000267041	ZNF850	19	37205285	37263727	-1	protein_coding	342892	ZNF850	0.188901355257348	0.619444976	7	7.426	0	NA	NA	NA	NA	No	NA	7.848e-06	rs138442088;rs139567174	69
ENSG00000267260	CTD-2162K18.4	19	37264055	37267980	1	protein_coding	NA	NA	NA	NA	5	7.426	0	NA	NA	NA	NA	No	NA	7.848e-06	rs138442088;rs139567174	69
ENSG00000197863	ZNF790	19	37308330	37341689	-1	protein_coding	388536	ZNF790	3.27623626050772e-12	-0.593222442	9	16.65	0	NA	NA	NA	NA	Yes	Dorsolateral_Prefrontal_Cortex:Hippocampus	1.168e-07	rs138442088;rs139567174;rs138867053	69
ENSG00000251247	ZNF345	19	37341263	37403931	1	protein_coding	25850	ZNF345	2.33150075364907e-11	-0.704687647	9	16.65	0	NA	NA	NA	NA	Yes	Dorsolateral_Prefrontal_Cortex:Hippocampus	1.168e-07	rs139567174;rs138867053	69
ENSG00000185869	ZNF829	19	37379026	37407193	-1	protein_coding	374899	ZNF829	1.84766387824288e-08	-0.328690444	9	16.65	0	NA	NA	NA	NA	No	NA	1.168e-07	rs139567174;rs138867053	69
ENSG00000198453	ZNF568	19	37407231	37489602	1	protein_coding	374900	ZNF568	4.90822988396935e-09	-0.408377133	8	16.65	1	0.000378975	0.0262750585079159	PsychENCODE_eQTLs	-	No	NA	1.168e-07	rs139567174;rs138867053	69
ENSG00000197050	ZNF420	19	37498759	37621216	1	protein_coding	147923	ZNF420	3.29013380261281e-08	1.112072952	9	7.566	0	NA	NA	NA	NA	No	NA	1.168e-07	rs139567174;rs138867053	69
ENSG00000267360	CTC-454I21.3	19	37583921	37701414	-1	protein_coding	NA	NA	NA	NA	7	7.566	0	NA	NA	NA	NA	Yes	Dorsolateral_Prefrontal_Cortex	5.527e-07	rs138867053;rs139567174	69
ENSG00000196967	ZNF585A	19	37597636	37663643	-1	protein_coding	199704	ZNF585A	0.711326551856647	0.51876719	6	7.566	0	NA	NA	NA	NA	Yes	Hippocampus	5.527e-07	rs138867053;rs139567174	69
ENSG00000245680	ZNF585B	19	37672481	37709055	-1	protein_coding	92285	ZNF585B	0.00569166584170305	-0.572054442	5	7.566	3	0.000206248	0.0157260781342591	PsychENCODE_eQTLs	-	Yes	Dorsolateral_Prefrontal_Cortex	6.383e-06	rs139567174	69
ENSG00000188283	ZNF383	19	37708828	37734828	1	protein_coding	163087	ZNF383	6.27662995876316e-08	-0.785558409	6	7.566	0	NA	NA	NA	NA	Yes	Dorsolateral_Prefrontal_Cortex	6.383e-06	rs139567174	69
ENSG00000181666	HKR1	19	37803739	37860267	1	protein_coding	284459	HKR1	2.71836692118079e-10	-0.700981147	5	9.063	0	NA	NA	NA	NA	No	NA	2.47e-05	rs139567174	69
